gt_word,ocr_word,word_length,word_cer
a,0,1,1.0
fire,tire,4,0.25
...,,3,1.0
.,,1,1.0
when,mnon,4,0.75
the,le,3,0.6667
sailing,saalm},7,0.5714
season,fra,6,0.8333
was,f0l,3,1.0
past,was,4,0.5
",",pask,1,4.0
he,1,2,1.0
sent,he,4,0.75
pearl,fzh,5,1.0
back,1,4,1.0
to,(pear/,2,3.0
been,deel,4,0.5
much,bvcl,4,0.75
rain,vri,4,0.75
and,h,3,1.0
damp,0he/,4,1.0
",",dlark,1,5.0
but,(,3,1.0
the,su,3,1.0
temperature,lue,11,0.8182
is,lemperalwz,2,5.0
high,434,4,1.0
england,enpland,7,0.1429
",",",",1,0.0
and,1,3,1.0
returned,and,8,0.75
to,retersed,2,3.5
rome,ko,4,0.75
for,(ome,3,1.0
the,pv,3,1.0
winter,he,6,0.8333
.,wile,1,4.0
in,.,2,1.0
late,(6,4,1.0
&,%,1,1.0
i,(,1,1.0
have,havc,4,0.25
not,hot,3,0.3333
yet,yel,3,0.3333
thought,4hov84,7,0.7143
of,l,2,1.0
a,ol,1,2.0
fire,4,4,1.0
...,fre,3,1.0
.,,1,1.0
naples,napls,6,0.1667
.,the,1,3.0
the,veurhey,3,1.6667
journey,la,7,1.0
has,j,3,1.0
been,seen,4,0.25
against,~jatnol,7,0.7143
me,mk/,2,1.0
",",af,1,2.0
as,#lae,2,1.5
there,hnj,5,0.8
has,,3,1.0
told,loll,4,0.5
arthur,htlv,6,0.8333
",",(,1,1.0
','k,1,1.0
to,aind,2,2.0
find,+his$,4,1.0
this,place,4,1.25
place,~pree,5,0.8
agree,wig,5,1.0
with,ml,4,1.0
me,selle,2,2.0
better,ylal,6,1.0
than,,4,1.0
november,no,8,0.75
",",vense,1,5.0
he,(,2,1.0
was,he,3,1.0
',wa,1,2.0
suffering,f,9,0.8889
as,iv,2,1.0
usual,#erin],5,1.2
',af,1,2.0
",",viva,1,4.0
but,|,3,1.0
hoped,',5,1.0
",",4l,1,2.0
he,hoped,2,1.5
the,h,3,0.6667
winter,nn-lo,6,0.8333
.,in,1,2.0
in,jk,2,1.0
late,nov,4,1.0
november,ebec,8,0.625
",",he,1,2.0
he,ugj,2,1.5
was,'stderq,3,2.3333
',,1,1.0
suffering,,9,1.0
temperature,tem,11,0.7273
is,'pesshrx,2,3.5
high,18,4,1.0
&,"6)""",1,3.0
i,&,1,1.0
have,1,4,1.0
not,hqv<,3,1.3333
yet,ho,3,1.0
thought,th0436/,7,0.7143
of,of,2,0.0
a,5,1,1.0
fire,6x,4,1.0
...,,3,1.0
.,,1,1.0
this,hi,4,0.5
place,flyce,5,0.4
agree,9f&,5,1.0
with,bilh,4,0.5
me,mk,2,0.5
better,helles,6,0.6667
than,zhon,4,0.5
naples,nefes,6,0.5
.,,1,1.0
back,bqcl,4,0.5
to,~o,2,0.5
england,tnylsnd,7,0.4286
",",",",1,0.0
and,ind,3,0.3333
returned,tehrricl,8,0.75
to,hc,2,1.0
rome,zomk,4,0.5
for,fr,3,0.3333
when,hyp,4,0.75
the,hn,3,0.6667
sailing,sslha5,7,0.7143
season,ru0n2,6,1.0
was,uigj,3,1.3333
past,447,4,1.0
",",62,1,2.0
he,_al,2,1.5
sent,pqt],4,1.0
pearl,,5,1.0
has,hqs,3,0.3333
been,jeen,4,0.25
much,mbch,4,0.25
rain,tqjn,4,0.75
and,shc/,3,1.3333
damp,dqmp,4,0.25
",",bv},1,3.0
but,fe,3,1.0
the,,3,1.0
the,ze,3,0.6667
journey,jor,7,0.5714
has,nex,3,1.0
been,hns,4,1.0
against,been,7,0.8571
me,9gq102,2,3.0
",",m},1,2.0
as,g,2,1.0
there,hhne,5,0.6
as,gs,2,0.5
usual,4sh,5,0.8
',9l,1,2.0
",",/,1,1.0
but,bu},3,0.3333
hoped,hapecl,5,0.6
",",1,1,1.0
he,b,2,1.0
told,ol,4,0.5
arthur,mthr_,6,0.6667
",","""4o",1,3.0
',hzu,1,3.0
to,,2,1.0
find,,4,1.0
place,place,5,0.0
agree,acree,5,0.2
with,wll,4,0.75
me,ml,2,0.5
better,beller,6,0.3333
than,hm,4,0.75
naples,naples,6,0.0
.,.,1,0.0
the,te,3,0.3333
back,ncck,4,0.5
to,to,2,0.0
england,&nqlcd,7,0.5714
",",(c,1,2.0
and,relwned,3,1.6667
returned,t0,8,0.875
to,pow,2,1.0
rome,tor,4,0.75
for,#e,3,1.0
the,,3,1.0
much,mlch,4,0.25
rain,rain,4,0.0
and,emd,3,0.6667
damp,dap,4,0.25
",",bnt,1,3.0
but,#z,3,1.0
the,jem,3,1.0
temperature,perctfure,11,0.4545
is,is,2,0.0
high,kiqh,4,0.5
&,q,1,1.0
i,1,1,1.0
have,have,4,0.0
not,0ot,3,0.3333
yet,aef,3,0.6667
thought,#oufw,7,0.7143
of,ofa,2,0.5
a,#re_,1,4.0
fire,,4,1.0
...,,3,1.0
.,,1,1.0
#,#ak,1,2.0
winter,winker,6,0.1667
.,in,1,2.0
in,lak,2,1.5
late,novem,4,1.0
november,bes,8,0.75
",",w,1,1.0
he,wor,2,1.5
was,snfgina,3,2.3333
',cs,1,2.0
suffering,,9,1.0
as,,2,1.0
journey,j,7,0.8571
has,0725,3,1.3333
been,hcr,4,1.0
against,been,7,0.8571
me,ason-,2,2.5
",",mq,1,2.0
as,|,2,1.0
there,gs,5,1.0
has,huue,3,1.0
been,hcs,4,1.0
usual,nrnal,5,0.6
',bwt,1,3.0
",",hoped,1,5.0
but,ketola,3,1.6667
hoped,adlur,5,1.0
",",'+o,1,3.0
he,fad,2,1.5
told,#x,4,1.0
arthur,,6,1.0
",",,1,1.0
',,1,1.0
to,,2,1.0
find,,4,1.0
this,,4,1.0
when,vken,4,0.5
the,h,3,0.6667
sailing,soil;,7,0.5714
season,inq,6,1.0
was,sea,3,1.0
past,fon,4,1.0
",",wos,1,3.0
he,pak,2,1.5
sent,ke,4,0.75
pearl,eew,5,0.8
thought,4,7,1.0
of,0-jl,2,2.0
a,o,1,1.0
fire,2,4,1.0
...,are,3,1.0
.,,1,1.0
england,la),7,0.7143
",",(ccol,1,5.0
and,(,3,1.0
returned,9oh,8,1.0
to,tekrned,2,3.0
rome,+,4,1.0
for,rome,3,1.0
the,p,3,1.0
winter,he,6,0.8333
.,clutes,1,6.0
in,(,2,1.0
late,(ele,4,0.75
when,bken,4,0.5
the,#le,3,0.6667
sailing,joiliu,7,0.5714
season,refcla,6,0.8333
was,49f,3,1.0
past,pe8t,4,0.5
",",(,1,1.0
he,ke,2,0.5
sent,fext,4,0.5
pearl,pex(,5,0.6
back,ks-k,4,0.75
to,k,2,1.0
arthur,ilcv,6,1.0
",",'k,1,2.0
',rsa,1,3.0
to,#us,2,1.5
find,plece,4,1.25
this,rjree,4,1.25
place,uxll,5,1.0
agree,e,5,0.8
with,be,4,1.0
me,/er,2,1.0
better,ko,6,1.0
than,qaples,4,1.5
naples,,6,1.0
.,,1,1.0
november,vovenbes,8,0.375
",",lc,1,2.0
he,69,2,1.0
was,),3,1.0
',r,1,1.0
suffering,ilon,9,0.8889
as,7,2,1.0
usual,28,5,1.0
',efuc(,1,5.0
",",/,1,1.0
but,l+,3,1.0
hoped,cep,5,0.8
",",fo/,1,3.0
he,7,2,1.0
told,le,4,0.75
the,74c,3,1.0
journey,7,7,1.0
has,osey,3,1.3333
been,lss,4,1.0
against,6eesn,7,0.8571
me,89,2,1.0
",",si-st,1,5.0
as,ie,2,1.0
there,/,5,1.0
has,4s,3,0.6667
been,hese,4,0.75
much,la,4,1.0
rain,(en,4,0.75
and,0-0,3,1.0
damp,jav8,4,0.75
",",!,1,1.0
but,6.f,3,1.0
the,he,3,0.3333
temperature,lemp,11,0.7273
is,ev,2,1.0
high,&kx,4,1.0
&,25,1,2.0
i,ggl,1,3.0
have,03,4,1.0
not,6,3,1.0
yet,(lrie,3,1.6667
place,blce,5,0.4
agree,ax+u,5,0.8
with,~ih,4,0.5
me,me,2,0.0
better,&ht,6,0.8333
than,han,4,0.25
naples,harles,6,0.3333
.,t,1,1.0
the,joesmney,3,2.3333
journey,,7,1.0
winter,hinkr,6,0.5
.,s_,1,2.0
in,lk,2,1.0
late,hoven&y,4,1.5
november,l,8,1.0
",",wu),1,3.0
he,~utnv2,2,3.0
was,,3,1.0
',,1,1.0
suffering,,9,1.0
as,,2,1.0
usual,usual,5,0.0
',bua,1,3.0
",",hotd,1,4.0
but,",",3,1.0
hoped,k,5,1.0
",",hll,1,3.0
he,luhu,2,1.5
told,1,4,1.0
arthur,'#,6,1.0
",",h{,1,2.0
',"h,",1,2.0
to,,2,1.0
find,,4,1.0
this,,4,1.0
when,wken,4,0.25
the,m,3,1.0
sailing,~aulns,7,0.5714
season,saso,6,0.3333
was,maa,3,0.6667
past,pav,4,0.5
",",7,1,1.0
he,4,2,1.0
sent,#1a,4,1.0
pearl,pz,5,0.8
&,k,1,1.0
i,],1,1.0
have,raur,4,0.75
not,na,3,0.6667
yet,2,3,1.0
thought,mougll,7,0.5714
of,&,2,1.0
a,4,1,1.0
fire,et,4,1.0
...,,3,1.0
.,,1,1.0
has,hus,3,0.3333
been,leen,4,0.25
against,"""ganx/",7,0.5714
me,ml,2,0.5
",",|,1,1.0
as,@,2,1.0
there,mite,5,0.8
has,a,3,0.6667
been,&en,4,0.5
much,mh,4,0.5
rain,tan,4,0.5
and,an,3,0.3333
damp,/,4,1.0
",",dart,1,4.0
but,&l,3,1.0
the,m,3,1.0
temperature,kemterakrc,11,0.4545
is,1,2,1.0
high,,4,1.0
back,8ax,4,0.75
to,k,2,1.0
england,enten,7,0.5714
",",],1,1.0
and,",",3,1.0
returned,&xd,8,0.875
to,#hnc,2,2.0
rome,to,4,0.75
for,km,3,1.0
the,tr-h,3,1.0
temporary,ium,9,0.8889
assumption,pe,10,0.9
of,rary,2,2.0
the,arsumrtson,3,3.0
government,'/,10,1.0
by,kli,2,1.5
one,jnl,3,0.6667
word,wo,4,0.5
of,ret,2,1.5
english,%,7,1.0
.,en)=,1,4.0
',kish,1,4.0
while,_,5,1.0
he,1,2,1.0
was,wbh,3,0.6667
writing,u,7,1.0
de,cham6il,2,3.5
chambre,lka,7,0.8571
that,.,4,1.0
ever,luli,4,1.0
was,wq,3,0.6667
.,"$,",1,2.0
but,pe/,3,1.0
he,h,2,0.5
has,h9$,3,0.6667
not,46,3,1.0
a,a,1,0.0
pleasant,phatan,8,0.5
life,/,4,1.0
truly,kih,5,1.0
!,frnly,1,5.0
...,!,3,1.0
it,11,2,1.0
so,so,2,0.0
happens,wapam:,7,0.7143
that,$,4,1.0
i,k6,1,2.0
the,iu,3,1.0
duke,dul,4,0.5
of,of,2,0.0
wellington,wellivj,10,0.5
.,/,1,1.0
this,lu,4,1.0
letter,$,6,1.0
he,hllo,2,1.5
heard,hz,5,0.8
of,heoe,2,1.5
the,.,3,1.0
fall,/,4,1.0
of,lht,2,1.5
the,"whi""is",3,1.6667
whigs,1,5,1.0
",",aue,1,3.0
and,ik,3,1.0
the,,3,1.0
have,hav,4,0.25
an,&,2,1.0
italian,0,7,1.0
who,@,3,1.0
is,ikatssw,2,2.5
perhaps,w,7,1.0
the,60,3,1.0
best,i5,4,1.0
valet,pu-,5,1.0
ever,2vl,4,0.75
was,wa$,3,0.3333
.,.,1,0.0
but,gu+,3,0.6667
he,he,2,0.0
has,has,3,0.0
not,mo,3,0.6667
one,f,3,1.0
word,0,4,1.0
assumption,g,10,1.0
of,ss,2,1.0
the,umbhon,3,1.6667
government,0,10,1.0
by,f,2,1.0
the,+lr,3,1.0
duke,dule,4,0.25
of,o,2,0.5
wellington,f,10,1.0
.,wjuing,1,6.0
this,46,4,1.0
letter,s,6,1.0
he,lte,2,1.0
heard,le,5,0.8
of,weard,2,2.5
the,0,3,1.0
fall,f,4,0.75
of,#l,2,1.0
of,0,2,1.0
english,f,7,1.0
.,english.,1,7.0
',wlile,1,5.0
while,he,5,0.6
he,wa,2,1.0
was,j,3,1.0
writing,wrih'ng,7,0.2857
a,a,1,0.0
pleasant,plqa,8,0.625
life,saa,4,1.0
truly,[,5,1.0
!,iile,1,4.0
...,rulyl,3,1.6667
it,44,2,1.0
so,s,2,0.5
happens,0,7,1.0
that,hwat,4,0.5
i,havl,1,4.0
have,ah,4,0.75
an,italian,2,2.5
italian,who,7,1.0
who,is,3,1.0
is,peabups,2,3.0
perhaps,,7,1.0
the,#le,3,0.6667
whigs,(wiqs,5,0.6
",",",",1,0.0
and,ah,3,0.6667
the,d,3,1.0
temporary,hx,9,1.0
the,~i,3,1.0
best,bsi,4,0.5
valet,vale,5,0.2
de,dq,2,0.5
chambre,clmbn,7,0.5714
that,hl,4,0.75
the,khe,3,0.3333
government,jvu4,10,0.9
by,hent,2,2.0
the,61,3,1.0
duke,4l,4,1.0
of,oke,2,1.0
wellington,%,10,1.0
.,wallis),1,7.0
a,a,1,0.0
pleasant,playal,8,0.5
life,tk,4,1.0
truly,mly',5,0.8
!,su,1,2.0
...,ha,3,1.0
it,ppen>,2,2.5
so,jkal,2,2.0
happens,(,7,1.0
that,kabe,4,1.0
i,dc,1,2.0
have,,4,1.0
an,,2,1.0
while,whil,5,0.2
he,ke,2,0.5
was,wcs,3,0.3333
writing,wahmg,7,0.7143
this,mls,4,0.75
letter,kke,6,0.8333
he,h,2,0.5
heard,heard,5,0.0
of,mha,2,1.5
the,hl,3,0.6667
fall,,4,1.0
of,46c,2,1.5
the,wlj,3,1.0
whigs,s,5,0.8
",",gn),1,3.0
and,mhe,3,1.0
the,fupor,3,1.6667
temporary,4,9,1.0
assumption,gssun,10,0.6
of,'plo-,2,2.0
ever,evu,4,0.5
was,was,3,0.0
.,6i,1,2.0
but,ha,3,1.0
he,ks,2,1.0
has,nl,3,1.0
not,one,3,1.0
one,"wo,)",3,1.0
word,ok,4,0.75
of,erlsl,2,2.5
english,,7,1.0
.,,1,1.0
',,1,1.0
italian,halien,7,0.4286
who,who,3,0.0
is,7>,2,1.0
perhaps,pehaps,7,0.1429
the,ma,3,1.0
best,bes},4,0.25
valet,valel,5,0.2
de,82,2,1.0
chambre,chenlle,7,0.5714
that,ihal,4,0.5
the,ll,3,1.0
whigs,lwp,5,1.0
",",(,1,1.0
and,and,3,0.0
the,abe,3,0.6667
temporary,pempornry,9,0.2222
assumption,gsjampho,10,0.6
of,(lx,2,1.5
the,goven,3,1.3333
govern-,,7,1.0
ever,lus,4,1.0
was,ljas,3,0.6667
.,bul,1,3.0
but,4e,3,1.0
he,has,2,1.0
has,hof,3,0.6667
not,one,3,1.0
one,ubrd,3,1.3333
word,%,4,1.0
of,"6xl,l",2,2.5
english,",",7,1.0
.,,1,1.0
',,1,1.0
a,a,1,0.0
pleasant,plasan},8,0.25
life,&k,4,1.0
#,+,1,1.0
truly,buly,5,0.4
!,!,1,0.0
...,i,3,1.0
it,so,2,1.0
so,kaplet,2,3.0
happens,ihal,7,0.8571
that,(,4,1.0
i,hewy],1,5.0
have,,4,1.0
an,gn,2,0.5
italian,ilan,7,0.4286
who,lko,3,0.6667
is,is,2,0.0
perhaps,pshxerbz,7,1.0
the,lul,3,1.0
best,volt,4,0.75
valet,c,5,1.0
de,chamlre,2,3.0
chambre,luef,7,1.0
that,,4,1.0
ment,mont,4,0.25
by,ly,2,0.5
the,lhe,3,0.3333
duke,dake,4,0.25
of,%,2,1.0
wellington,(allmj,10,0.8
.,kon,1,3.0
while,uhil,5,0.4
he,le,2,0.5
was,ljas,3,0.6667
writing,un,7,0.8571
this,hng,4,0.75
letter,is,6,1.0
he,elk,2,1.5
heard,he,5,0.6
of,heod,2,1.5
the,%,3,1.0
fall,ut,4,1.0
of,/u,2,1.0
duke,uwh,4,0.75
of,o,2,0.5
wellington,lellxtoh,10,0.5
.,,1,1.0
writing,wn,7,0.7143
this,fwxz,4,1.0
letter,hus,6,1.0
he,llte,2,1.5
heard,lu,5,1.0
of,luod,2,1.5
the,04,3,1.0
fall,u,4,1.0
of,gau,2,1.5
the,48,3,1.0
whigs,tlu,5,1.0
",",dja?,1,4.0
and,(,3,1.0
a,a,1,0.0
pleasant,plosowt,8,0.5
life,uk,4,1.0
truly,fuu',5,0.8
!,!~uso,1,4.0
...,ucppeus,3,2.3333
it,hual,2,2.0
so,u,2,1.0
happens,have,7,0.5714
that,q,4,1.0
i,ialiau,1,5.0
have,,4,1.0
an,,2,1.0
italian,,7,1.0
who,wlo,3,0.3333
is,is,2,0.0
perhaps,polaps,7,0.4286
the,hlu,3,1.0
best,bet,4,0.25
valet,valif,5,0.4
de,d,2,0.5
chambre,chambr,7,0.1429
that,hk,4,0.75
ever,ever,4,0.0
was,hns,3,0.6667
.,,1,1.0
but,kwx,3,1.0
he,h,2,0.5
has,has,3,0.0
not,wot,3,0.3333
one,oh,3,0.6667
word,word,4,0.0
of,&,2,1.0
english,exxisl-,7,0.7143
.,wlile,1,5.0
',ku,1,2.0
while,was,5,0.8
he,,2,1.0
was,,3,1.0
the,hnt,3,1.0
temporary,kewpory,9,0.4444
assumption,assup,10,0.5
of,hov,2,1.0
the,94,3,1.0
government,hlu,10,1.0
by,goveuiuut,2,4.5
the,54,3,1.0
who,wno,3,0.3333
is,ao,2,1.0
perhaps,perrwap),7,0.4286
the,3,3,1.0
best,lost,4,0.5
valet,uax,5,0.8
de,d,2,0.5
chambre,(hanbre,7,0.2857
that,anal,4,0.75
ever,qrf,4,1.0
was,um,3,1.0
.,bu,1,2.0
but,ke,3,1.0
he,,2,1.0
has,ac),3,1.0
not,not,3,0.0
one,on,3,0.3333
word,word,4,0.0
of,engkion,2,3.0
english,i,7,0.8571
.,(ile,1,4.0
',4y,1,2.0
while,uxd,5,1.0
he,uni1,2,2.0
was,"ai,",3,1.0
writing,mls,7,1.0
this,6,4,1.0
letter,,6,1.0
he,,2,1.0
heard,huard,5,0.2
of,0,2,1.0
the,me,3,0.6667
fall,pfhl,4,0.75
of,0,2,1.0
the,jkne,3,1.0
whigs,(bop,5,1.0
",",8,1,1.0
and,and,3,0.0
the,mhe,3,0.3333
temporary,konpotord,9,0.6667
assumption,anumpi,10,0.5
of,x,2,1.0
the,ae,3,0.6667
government,quurnmedl,10,0.6
by,4s,2,1.0
the,4,3,1.0
duke,ouke,4,0.25
of,&,2,1.0
wellington,[hlington,10,0.3
.,,1,1.0
a,0,1,1.0
pleasant,planarl,8,0.5
life,aha,4,1.0
truly,vly,5,0.6
!,!,1,0.0
...,n,3,1.0
it,karren,2,3.0
so,ja,2,1.0
happens,kor,7,1.0
that,0n,4,1.0
i,ualan,1,5.0
have,,4,1.0
an,,2,1.0
italian,,7,1.0
he,he,2,0.0
has,han,3,0.3333
not,nok,3,0.3333
one,one,3,0.0
word,n14,4,1.0
of,ok,2,0.5
english,ength,7,0.4286
.,.,1,0.0
',ihie,1,4.0
while,hz,5,0.8
he,it),2,1.5
was,mhr,3,1.0
writing,nne,7,0.8571
this,,4,1.0
who,tul,3,1.0
is,1n,2,1.0
perhaps,prhop,7,0.4286
the,hztetuthl,3,2.3333
best,d,4,1.0
valet,uambr,5,0.8
de,hnat,2,2.0
chambre,err,7,0.8571
that,i,4,1.0
ever,b,4,1.0
was,,3,1.0
.,,1,1.0
but,,3,1.0
assumption,amumphon,10,0.4
of,c,2,1.0
the,4le,3,0.6667
government,%vernmerk,10,0.4
by,us,2,1.0
the,m,3,1.0
duke,dule,4,0.25
of,o,2,0.5
wellington,wellhagtkoz,10,0.4
.,",",1,1.0
a,0,1,1.0
pleasant,pleananl,8,0.25
life,bk,4,1.0
truly,hula,5,0.6
!,',1,1.0
...,m,3,1.0
it,x,2,1.0
so,hreer,2,2.5
happens,nak,7,0.8571
that,),4,1.0
i,halr,1,4.0
have,6n,4,1.0
an,"""yablan",2,2.5
italian,,7,1.0
letter,qeler,6,0.5
he,l,2,1.0
heard,hean,5,0.4
of,%k,2,1.0
the,4he,3,0.3333
fall,vall,4,0.25
of,ok,2,0.5
the,mke,3,0.6667
whigs,jwoe,5,1.0
",",and,1,3.0
and,|le,3,1.0
the,aempenara,3,2.6667
temporary,,9,1.0
of,ok,2,0.5
the,hce,3,0.6667
whigs,qlis',5,0.8
",",1,1,1.0
and,aol,3,0.6667
the,a,3,1.0
temporary,tenroray,9,0.3333
assumption,qsruwnphx,10,0.8
of,o},2,0.5
the,+lq,3,1.0
government,goueniw-k,10,0.6
by,ly,2,0.5
the,duke,3,1.0
duke,ek,4,0.75
of,csellsk_,2,4.0
wellington,,10,1.0
.,,1,1.0
a,a,1,0.0
pleasant,ptwarick,8,0.75
life,life,4,0.0
truly,tyly,5,0.4
!,!,1,0.0
...,it,3,1.0
it,so,2,1.0
so,lappe_f,2,3.5
happens,tlwl,7,1.0
that,(,4,1.0
i,have,1,4.0
have,,4,1.0
that,tlak,4,0.5
ever,ko0),4,1.0
was,caj,3,0.6667
.,(,1,1.0
but,ruh,3,0.6667
he,le,2,0.5
has,lav,3,0.6667
not,wk,3,1.0
one,a,3,1.0
word,word,4,0.0
of,o,2,0.5
english,6ngly,7,0.5714
.,_,1,1.0
',,1,1.0
an,qia,2,1.5
italian,ialics,7,0.4286
who,wlo,3,0.3333
is,ij,2,0.5
perhaps,palap,7,0.5714
the,fcc,3,1.0
best,luk,4,1.0
valet,volel,5,0.4
de,&e,2,0.5
chambre,(ganle,7,0.7143
while,lk,5,0.8
he,lx,2,1.0
was,lc,3,1.0
writing,$,7,1.0
this,unh-1,4,1.0
letter,tyyy,6,0.8333
he,kcte,2,1.5
heard,l,5,1.0
of,lacd,2,2.0
the,~(,3,1.0
fall,tl,4,0.75
government,jovehleal,10,0.6
by,57,2,1.0
the,ale,3,0.6667
duke,(dke,4,0.5
of,a^,2,1.0
wellington,well,10,0.6
.,inylon.,1,6.0
that,llxl,4,1.0
ever,ever,4,0.0
was,was,3,0.0
.,tia,1,3.0
but,be,3,0.6667
he,la,2,1.0
has,f,3,1.0
not,hot,3,0.3333
one,onq,3,0.3333
word,word,4,0.0
of,o^,2,0.5
english,evlis4.,7,0.5714
.,,1,1.0
',,1,1.0
a,4,1,1.0
pleasant,plea_,8,0.5
life,johl,4,1.0
truly,tfc,5,0.8
!,tvvl,1,4.0
...,9,3,1.0
it,w,2,1.0
so,so,2,0.0
happens,kappe,7,0.4286
that,jla/,4,0.75
i,(,1,1.0
have,lav4,4,0.5
of,o^,2,0.5
the,#e,3,0.6667
whigs,"llisf,",5,1.0
",",ahd,1,3.0
and,4ae,3,1.0
the,temr,3,1.0
temporary,braz,9,0.7778
assumption,ajjer,10,0.9
of,fior,2,1.5
the,al,3,1.0
an,0,2,1.0
italian,ialan,7,0.2857
who,who,3,0.0
is,1,2,1.0
perhaps,pe,7,0.7143
the,hapf,3,1.3333
best,jle,4,1.0
valet,l2rl,5,1.0
de,valel,2,2.0
chambre,c,7,0.8571
while,wla'le,5,0.6
he,he,2,0.0
was,wc,3,0.6667
writing,j,7,1.0
this,wri,4,0.75
letter,an},6,1.0
he,hc,2,0.5
heard,bette,5,0.8
of,he,2,1.0
the,hes,3,0.6667
fall,j,4,1.0
has,h4j,3,0.6667
not,hc},3,1.0
one,ok,3,0.6667
word,noc,4,0.75
of,d,2,1.0
english,ol,7,0.8571
.,inglish,1,7.0
',lhhe,1,4.0
while,h&,5,0.8
he,1qj,2,1.5
was,,3,1.0
the,khx,3,0.6667
whigs,whiy,5,0.4
",",gnd,1,3.0
and,/z,3,1.0
the,jempersry,3,2.6667
temporary,gxwrphibo,9,1.0
assumption,04,10,1.0
of,,2,1.0
a,4zlcajqn},1,8.0
pleasant,fle,8,0.75
life,frnly!,4,1.5
truly,0,5,1.0
!,6,1,1.0
...,<,3,1.0
it,j1,2,1.0
so,so,2,0.0
happens,haff?s,7,0.5714
that,dhq},4,0.75
the,/he,3,0.3333
government,96,10,1.0
by,vernreal,2,4.0
the,sy,3,1.0
duke,f1,4,1.0
of,dnxe,2,2.0
wellington,0/,10,1.0
.,p0lin),1,6.0
valet,vy,5,0.8
de,ief,2,1.0
chambre,cle,7,0.7143
that,chqmbi,4,1.25
ever,&,4,1.0
was,ty,3,1.0
.,},1,1.0
but,err,3,1.0
he,lgj,2,1.5
i,l,1,1.0
have,hsve,4,0.25
an,gn,2,0.5
italian,h-ahsn,7,0.7143
who,lh0,3,0.6667
is,f,2,1.0
perhaps,pehs?5,7,0.5714
the,fx,3,1.0
best,ses},4,0.5
writing,purikn),7,0.7143
this,7h1j,4,0.75
letter,iefle,6,0.6667
he,h2,2,0.5
heard,heqrd,5,0.2
of,o/,2,0.5
the,hhe,3,0.3333
fall,yqll,4,0.5
of,o,2,0.5
a,4,1,1.0
pleasant,reatant,8,0.375
life,lk,4,0.75
truly,+ul,5,0.6
!,it,1,2.0
...,m,3,1.0
it,hapolns,2,3.5
so,#c,2,1.0
happens,|,7,1.0
that,have,4,0.75
i,,1,1.0
have,,4,1.0
an,m,2,1.0
italian,#allom,7,0.7143
who,who,3,0.0
is,(j,2,1.0
perhaps,peshaps,7,0.1429
the,hu,3,0.6667
best,bet,4,0.25
valet,valt,5,0.2
de,d,2,0.5
heard,keard,5,0.2
of,ol,2,0.5
the,#,3,1.0
fall,ql,4,0.75
of,%,2,1.0
the,+we,3,0.6667
whigs,wliar,5,0.6
",",7,1,1.0
and,omd,3,0.6667
the,#,3,1.0
temporary,kewecarb,9,0.6667
of,ot,2,0.5
english,6c,7,1.0
.,gch,1,3.0
',waile,1,5.0
while,ke,5,0.8
he,was,2,1.5
was,wrtnb,3,1.3333
writing,h,7,1.0
this,leles,4,1.0
letter,he,6,0.8333
he,,2,1.0
chambre,chombce,7,0.2857
that,#t,4,0.75
ever,evq,4,0.5
was,wot,3,0.6667
.,bw,1,2.0
but,ke,3,1.0
he,hatt,2,1.5
has,not,3,1.0
not,on,3,0.6667
one,wora,3,1.0
word,,4,1.0
assumption,afswpon,10,0.5
of,ct,2,1.0
the,#,3,1.0
government,overhment,10,0.2
by,bb,2,0.5
the,he,3,0.3333
duke,dwe,4,0.5
of,+,2,1.0
wellington,wellcaton,10,0.3
.,,1,1.0
by,6y,2,0.5
the,4k_,3,1.0
duke,pke,4,0.5
of,cl,2,1.0
wellington,qell-jkn,10,0.6
.,,1,1.0
while,wl(e,5,0.6
he,le,2,0.5
was,l88,3,1.0
writing,cub,7,1.0
this,64,4,1.0
letter,#8,6,1.0
he,(elles,2,2.5
heard,lc,5,1.0
of,ged,2,1.5
the,s,3,1.0
fall,#eql,4,0.75
of,ef,2,0.5
the,#be,3,0.6667
ever,elen,4,0.5
was,c4s,3,0.6667
.,6+,1,2.0
but,ge,3,1.0
he,lss,2,1.5
has,lof,3,1.0
not,gu,3,1.0
one,€,3,1.0
word,lordl,4,0.5
of,op,2,0.5
english,eayls(,7,0.5714
.,,1,1.0
',,1,1.0
whigs,"p"")}",5,1.0
",",qud,1,3.0
and,{le,3,1.0
the,je-p,3,1.3333
temporary,act,9,0.8889
assumption,9ffciphe^,10,0.9
of,ck,2,1.0
the,#e,3,0.6667
government,jovexteuen,10,0.6
italian,ikla,7,0.5714
who,alo,3,0.6667
is,{,2,1.0
perhaps,p8g%,7,0.8571
the,3,3,1.0
best,fle,4,1.0
valet,jesz,5,1.0
de,valek,2,2.0
chambre,8,7,1.0
that,clqob,4,1.25
a,a,1,0.0
pleasant,p,8,0.875
life,(ecjcak,4,1.75
truly,lik,5,1.0
!,fly,1,3.0
...,il,3,1.0
it,3b,2,1.0
so,lseresj,2,3.0
happens,jlt,7,1.0
that,(cave,4,1.0
i,"cc,",1,3.0
have,,4,1.0
an,,2,1.0
by,1y,2,0.5
the,hu,3,0.6667
duke,duke,4,0.0
of,c,2,1.0
wellington,wdlnshon,10,0.5
.,,1,1.0
not,ko,3,0.6667
one,/,3,1.0
word,ont,4,0.75
