index,ground_truth,ocr_output,cer
5672,being treated under a doctor who had,being treated under a doctor who had,0.0
5673,Dr. Samuel Hahnemann .,Dr. Samuel Hahnemann .,0.0
5674,In April of that year his first wife's,In April of that year his first wife's,0.0
5675,"France and Italy , and that he himself was","France and Italy , and that he himself was",0.0
5676,"brother-in-law , the diplomatist Lord Ponsonby ,","brother-in-law , the diplomatist Lord Ponsonby ,",0.0
5677,had written to advise Anglesey to give the,had written to advise Anglesey to give the,0.0
5678,"system a trial , adding that it was being","system a trial , adding that it was being",0.0
5679,"studied under its founder , the aged","studied under its founder , the aged",0.0
5680,among unorthodox medical men in the cities,among unorthodox medical men in the cities,0.0
5681,"Dr Giuseppe Mauro , whom Anglesey consulted","Dr Giuseppe Mauro , whom Anglesey consulted",0.0
5682,as ' more like a God upon earth than a human,as ' more like a God upon earth than a human,0.0
5683,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5684,"being ' , had an increasing number of disciples","being ' , had an increasing number of disciples",0.0
5685,Burdett described to Anglesey a year or two later,Burdett described to Anglesey a year or two later,0.0
5686,in # May 1834 .,in # May 1834 .,0.0
5687,"of Europe . One of these was the Neapolitan ,","of Europe . One of these was the Neapolitan ,",0.0
5688,later as ' more like a God upon earth than,later as ' more like a God upon earth than,0.0
5689,of disciples among unorthodox medical men,of disciples among unorthodox medical men,0.0
5690,"was the Neapolitan , Dr Giuseppe Mauro ,","was the Neapolitan , Dr Giuseppe Mauro ,",0.0
5691,Burdett described to Anglesey a year or two,Burdett described to Anglesey a year or two,0.0
5692,in the cities of Europe . One of these,in the cities of Europe . One of these,0.0
5693,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5694,"a human being ' , had an increasing number","a human being ' , had an increasing number",0.0
5695,whom Anglesey consulted in May 1834 .,whom Anglesey consulted in May 1834 .,0.0
5696,disciples among unorthodox medical men in the,disciples among unorthodox medical men in the,0.0
5697,cities of Europe . One of these was the,cities of Europe . One of these was the,0.0
5698,"a human being ' , had an increasing number of","a human being ' , had an increasing number of",0.0
5699,consulted in May 1834 .,consulted in May 1834 .,0.0
5700,later as ' more like a God upon earth than,later as ' more like a God upon earth than,0.0
5701,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5702,"Neapolitan , Dr Giuseppe Mauro , whom Anglesey","Neapolitan , Dr Giuseppe Mauro , whom Anglesey",0.0
5703,Burdett described to Anglesey a year or two,Burdett described to Anglesey a year or two,0.0
5704,"' more like a God upon earth than a human being ' ,","' more like a God upon earth than a human being ' ,",0.0
5705,had an increasing number of disciples among unorthodox,had an increasing number of disciples among unorthodox,0.0
5706,consulted in May 1834 .,consulted in May 1834 .,0.0
5707,Burdett described to Anglesey a year or two later as,Burdett described to Anglesey a year or two later as,0.0
5708,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5709,"was the Neapolitan , Dr Giuseppe Mauro , whom Anglesey","was the Neapolitan , Dr Giuseppe Mauro , whom Anglesey",0.0
5710,medical men in the cities of Europe . One of these,medical men in the cities of Europe . One of these,0.0
5711,of disciples among unorthodox medical men in the cities of,of disciples among unorthodox medical men in the cities of,0.0
5712,described to Anglesey a year or two later as ' more like a God,described to Anglesey a year or two later as ' more like a God,0.0
5713,whom Anglesey consulted in May 1834 .,whom Anglesey consulted in May 1834 .,0.0
5714,"This remarkable man of medicine , whom Sir Francis Burdett","This remarkable man of medicine , whom Sir Francis Burdett",0.0
5715,"Europe . One of these was the Neapolitan , Dr Giuseppe Mauro ,","Europe . One of these was the Neapolitan , Dr Giuseppe Mauro ,",0.0
5716,"upon earth than a human being ' , had an increasing number","upon earth than a human being ' , had an increasing number",0.0
5717,to Anglesey a year or two later as ' more like a God upon earth,to Anglesey a year or two later as ' more like a God upon earth,0.0
5718,unorthodox medical men in the cities of Europe . One of these was,unorthodox medical men in the cities of Europe . One of these was,0.0
5719,"than a human being ' , had an increasing number of disciples among","than a human being ' , had an increasing number of disciples among",0.0
5720,"This remarkable man of medicine , whom Sir Francis Burdett described","This remarkable man of medicine , whom Sir Francis Burdett described",0.0
5721,"the Neapolitan , Dr Giuseppe Mauro , whom Anglesey consulted in","the Neapolitan , Dr Giuseppe Mauro , whom Anglesey consulted in",0.0
5722,May 1834 .,May 1834,0.2
5723,increasing number of disciples among unorthodox medical,increasing number of disciples among unorthodox medical,0.0
5724,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5725,"men in the cities of Europe . One of these was the Neapolitan ,","men in the cities of Europe . One of these was the Neapolitan ,",0.0
5726,"Dr Giuseppe Mauro , whom Anglesey consulted in May 1834 .","Dr Giuseppe Mauro , whom Anglesey consulted in May 1834 .",0.0
5727,Burdett described to Anglesey a year or two later as,Burdett described to Anglesey a year or two later as,0.0
5728,"' more like a God upon earth than a human being ' , had an","more like a God upon earth than a human being ' , had an",0.0345
5729,had an increasing number of disciples among,had an increasing number of disciples among,0.0
5730,"One of these was the Neapolitan , Dr Giuseppe Mauro ,","One of these was the Neapolitan , Dr Giuseppe Mauro ,",0.0
5731,Burdett described to Anglesey a year or two later as,Burdett described to Anglesey a year or two later as,0.0
5732,"' more like a God upon earth than a human being ' ,","more like a God upon earth than a human being ' ,",0.0392
5733,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5734,unorthodox medical men in the cities of Europe .,unorthodox medical men in the cities of Europe .,0.0
5735,whom Anglesey consulted in May 1834 .,whom Anglesey consulted in May 1834 .,0.0
5736,medical men in the cities of Europe . One of these,medical men in the cities of Europe . One of these,0.0
5737,"' more like a God upon earth than a human being ' , had","more like a God upon earth than a human being ' , had",0.0364
5738,Burdett described to Anglesey a year or two later as,Burdett described to Anglesey a year or two later as,0.0
5739,Anglesey consulted in May 1834 .,Anglesey consulted in May 1834 .,0.0
5740,an increasing number of disciples among unorthodox,an increasing number of disciples among unorthodox,0.0
5741,"was the Neapolitan , Dr Giuseppe Mauro , whom","was the Neapolitan , Dr Giuseppe Mauro , whom",0.0
5742,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5743,year or two later as ' more like a God,year or two later as ' more like a God,0.0
5744,"of Europe . One of these was the Neapolitan ,","of Europe . One of these was the Neapolitan ,",0.0
5745,"This remarkable man of medicine , whom Sir","This remarkable man of medicine , whom Sir",0.0
5746,consulted in May 1834 .,consulted in May 1834 .,0.0
5747,"upon earth than a human being ' , had","upon earth than a human being ' , had",0.0
5748,Francis Burdett described to Anglesey a,Francis Burdett described to Anglesey a,0.0
5749,"Dr Giuseppe Mauro , whom Anglesey","Dr Giuseppe Mauro , whom Anglesey",0.0
5750,an increasing number of disciples among,an increasing number of disciples among,0.0
5751,unorthodox medical men in the cities,unorthodox medical men in the cities,0.0
5752,"This remarkable man of medicine , whom Sir","This remarkable man of medicine , whom Sir",0.0
5753,"a human being ' , had an increasing number of","a human being ' , had an increasing number of",0.0
5754,May 1834 .,May 1834 .,0.0
5755,"Dr Giuseppe Mauro , whom Anglesey consulted in","Dr Giuseppe Mauro , whom Anglesey consulted in",0.0
5756,disciples among unorthodox medical men in the,disciples among unorthodox medical men in the,0.0
5757,Francis Burdett described to Anglesey a year or two,Francis Burdett described to Anglesey a year or two,0.0
5758,"cities of Europe . One of these was the Neapolitan ,","cities of Europe . One of these was the Neapolitan ,",0.0
5759,later as ' more like a God upon earth than,later as ' more like a God upon earth than,0.0
5760,"This remarkable man of medicine , whom Sir Francis","This remarkable man of medicine , whom Sir Francis",0.0
5761,Burdett described to Anglesey a year or two later as,Burdett described to Anglesey a year or two later as,0.0
5762,unorthodox medical men in the cities of Europe .,unorthodox medical men in the cities of Europe .,0.0
5763,whom Anglesey consulted in May 1834 .,whom Anglesey consulted in May 1834 .,0.0
5764,had an increasing number of disciples among,had an increasing number of disciples among,0.0
5765,"One of these was the Neapolitan , Dr Giuseppe Mauro ,","One of these was the Neapolitan , Dr Giuseppe Mauro ,",0.0
5766,"' more like a God upon earth than a human being ' ,","more like a God upon earth than a human being ' ,",0.0392
5767,"This remarkable man of medicine , whom Sir","This remarkable man of medicine , whom Sir",0.0
5768,consulted in May 1834 .,consulted in May 1834 .,0.0
5769,year or two later as ' more like a God,year or two later as ' more like a God,0.0
5770,increasing number of disciples among,increasing number of disciples among,0.0
5771,unorthodox medical men in the cities of,unorthodox medical men in the cities of,0.0
5772,Francis Burdett described to Anglesey a,Francis Burdett described to Anglesey a,0.0
5773,"upon earth than a human being ' , had an","upon earth than a human being ' , had an",0.0
5774,"Europe . One of these was the Neapolitan ,","Europe . One of these was the Neapolitan ,",0.0
5775,"Dr Giuseppe Mauro , whom Anglesey","Dr Giuseppe Mauro , whom Anglesey",0.0
5776,In doing so he described his distinguished patient,In doing so he described his distinguished patient,0.0
5777,and his symptoms . He told Hahnemann that he,and his symptoms . He told Hahnemann that he,0.0
5778,"persevering , ' but he appears to despair of ever","persevering , ' but he appears to despair of ever",0.0
5779,"found Anglesey a strong , energetic man with a","found Anglesey a strong , energetic man with a",0.0
5780,"and sedate , not easily irritated , patient and","and sedate , not easily irritated , patient and",0.0
5781,"master at Ko""then , near Leipzig , asking for advice .","master at Ko""then , near Leipzig , asking for advice .",0.0
5782,Mauro's first action was to write to his revered,Mauro's first action was to write to his revered,0.0
5783,# being cured . ',being cured . ',0.1176
5784,"gentle and charming character , even-tempered","gentle and charming character , even-tempered",0.0
5785,despair of ever being cured . ',despair of ever being cured . ',0.0
5786,"with a gentle and charming character ,","with a gentle and charming character ,",0.0
5787,"patient and persevering , ' but he appears to","patient and persevering , ' but he appears to",0.0
5788,Mauro's first action was to write to his revered,Mauro's first action was to write to his revered,0.0
5789,advice . In doing so he described his distinguished,advice . In doing so he described his distinguished,0.0
5790,"that he found Anglesey a strong , energetic man","that he found Anglesey a strong , energetic man",0.0
5791,"master at Ko""then , near Leipzig , asking for","master at Ko""then , near Leipzig , asking for",0.0
5792,patient and his symptoms . He told Hahnemann,patient and his symptoms . He told Hahnemann,0.0
5793,"even-tempered and sedate , not easily irritated ,","even-tempered and sedate , not easily irritated ,",0.0
5794,Mauro's first action was to write to his revered,Mauro's first action was to write to his revered,0.0
5795,patient and his symptoms . He told Hahnemann,patient and his symptoms . He told Hahnemann,0.0
5796,"that he found Anglesey a strong , energetic man","that he found Anglesey a strong , energetic man",0.0
5797,"# persevering , ' but he appears to despair of","# persevering , ' but he appears to despair of",0.0
5798,advice . In doing so he described his distinguished,advice . In doing so he described his distinguished,0.0
5799,"and sedate , not easily irritated , patient and","and sedate , not easily irritated , patient and",0.0
5800,ever being cured . ',ever being cured . ',0.0
5801,"master at Ko""then , near Leipzig , asking for","master at Ko""then , near Leipzig , asking for",0.0
5802,"with a gentle and charming character , even-tempered","with a gentle and charming character , even-tempered",0.0
5803,In doing so he described his distinguished patient,In doing so he described his distinguished patient,0.0
5804,Mauro's first action was to write to his revered,Mauro's first action was to write to his revered,0.0
5805,"easily irritated , patient and persevering ,","easily irritated , patient and persevering ,",0.0
5806,' but he appears to despair of ever being cured . ',but he appears to despair of ever being cured . ',0.0392
5807,"Anglesey a strong , energetic man with a gentle and","Anglesey a strong , energetic man with a gentle and",0.0
5808,and his symptoms . He told Hahnemann that he found,and his symptoms . He told Hahnemann that he found,0.0
5809,"master at Ko""then , near Leipzig , asking for advice .","master at Ko""then , near Leipzig , asking for advice .",0.0
5810,"charming character , even-tempered and sedate , not","charming character , even-tempered and sedate , not",0.0
5811,described his distinguished patient and his symptoms . He,described his distinguished patient and his symptoms . He,0.0
5812,"man with a gentle and charming character , even-tempered","man with a gentle and charming character , even-tempered",0.0
5813,' but he appears to despair of ever being cured . ',' but he appears to despair of ever being cured . ',0.0
5814,"and sedate , not easily irritated , patient and persevering ,","and sedate , not easily irritated , patient and persevering ,",0.0
5815,"Ko""then , near Leipzig , asking for advice . In doing so he","Ko""then , near Leipzig , asking for advice . In doing so he",0.0
5816,"told Hahnemann that he found Anglesey a strong , energetic","told Hahnemann that he found Anglesey a strong , energetic",0.0
5817,Mauro's first action was to write to his revered master at,Mauro's first action was to write to his revered master at,0.0
5818,"character , even-tempered and sedate , not easily irritated , patient and","character , even-tempered and sedate , not easily irritated , patient and",0.0
5819,"near Leipzig , asking for advice . In doing so he described his","near Leipzig , asking for advice . In doing so he described his",0.0
5820,"found Anglesey a strong , energetic man with a gentle and charming","found Anglesey a strong , energetic man with a gentle and charming",0.0
5821,"Mauro's first action was to write to his revered master at Ko""then ,","Mauro's first action was to write to his revered master at Ko""then ,",0.0
5822,distinguished patient and his symptoms . He told Hahnemann that he,distinguished patient and his symptoms . He told Hahnemann that he,0.0
5823,"persevering , ' but he appears to despair of ever being cured . '","persevering , ' but he appears to despair of ever being cured . '",0.0
5824,described his distinguished patient and his symptoms . He told,described his distinguished patient and his symptoms . He told,0.0
5825,Mauro's first action was to write to his revered master,Mauro's first action was to write to his revered master,0.0
5826,"at Ko""then , near Leipzig , asking for advice . In doing so he","at Ko""then , near Leipzig , asking for advice . In doing so he",0.0
5827,"sedate , not easily irritated , patient and persevering , ' but he","sedate , not easily irritated , patient and persevering , ' but he",0.0
5828,"with a gentle and charming character , even-tempered and","with a gentle and charming character , even-tempered and",0.0
5829,appears to despair of ever being cured . ',appears to despair of ever being cured . ',0.0
5830,"Hahnemann that he found Anglesey a strong , energetic man","Hahnemann that he found Anglesey a strong , energetic man",0.0
5831,"at Ko""then , near Leipzig , asking for advice . In doing","at Ko""then , near Leipzig , asking for advice . In doing",0.0
5832,Mauro's first action was to write to his revered master,Mauro's first action was to write to his revered master,0.0
5833,so he described his distinguished patient and his,so he described his distinguished patient and his,0.0
5834,"irritated , patient and persevering , ' but he appears","irritated , patient and persevering , ' but he appears",0.0
5835,to despair of ever being cured . ',to despair of ever being cured . ',0.0
5836,"character , even-tempered and sedate , not easily","character , even-tempered and sedate , not easily",0.0
5837,symptoms . He told Hahnemann that he found Anglesey,symptoms . He told Hahnemann that he found Anglesey,0.0
5838,"a strong , energetic man with a gentle and charming","a strong , energetic man with a gentle and charming",0.0
5839,he described his distinguished patient and his symptoms .,he described his distinguished patient and his symptoms .,0.0
5840,Mauro's first action was to write to his revered master,Mauro's first action was to write to his revered master,0.0
5841,cured . ',cured . ',0.0
5842,"energetic man with a gentle and charming character ,","energetic man with a gentle and charming character ,",0.0
5843,"at Ko""then , near Leipzig , asking for advice . In doing so","at Ko""then , near Leipzig , asking for advice . In doing so",0.0
5844,"and persevering , ' but he appears to despair of ever being","and persevering , ' but he appears to despair of ever being",0.0
5845,"even-tempered and sedate , not easily irritated , patient","even-tempered and sedate , not easily irritated , patient",0.0
5846,"He told Hahnemann that he found Anglesey a strong ,","He told Hahnemann that he found Anglesey a strong ,",0.0
5847,cured . ',cured . ',0.0
5848,"irritated , patient and persevering , ' but","irritated , patient and persevering , ' but",0.0
5849,he appears to despair of ever being,he appears to despair of ever being,0.0
5850,advice . In doing so he described his distinguished,advise . In doing so he described his distinguished,0.0196
5851,patient and his symptoms . He told Hahnemann,patient and his symptoms . He told Hahnemann,0.0
5852,"even-tempered and sedate , not easily","even-tempered and sedate , not easily",0.0
5853,"master at Ko""then , near Leipzig , asking for","waster at Ko""then , near Leipzig , asking for",0.0222
5854,Mauro's first action was to write to his revered,Mauro's first action was to write to his revered,0.0
5855,"man with a gentle and charming character ,","man with a gentle and charming character ,",0.0
5856,"that he found Anglesey a strong , energetic","that he found Anglesey a strong , energetic",0.0
5857,"charming character , even-tempered and sedate ,","charming character , even-tempered and sedate ,",0.0
5858,for advice . In doing so he described his,for advice . In doing so he described his,0.0
5859,told Hahnemann that he found Anglesey a,told Hahnemann that he found Anglesey a,0.0
5860,Mauro's first action was to write to his revered,Mauro's first action was to write to his revered,0.0
5861,distinguished patient and his symptoms . He,distinguished patient and his symptoms . He,0.0
5862,"strong , energetic man with a gentle and","strong , energetic man with a gentle and",0.0
5863,"not easily irritated , patient and persevering ,","not easily irritated , patient and persevering ,",0.0
5864,"master at Ko""then , near Leipzig , asking","master at Ko""then , near Leipzig , asking",0.0
5865,' but he appears to despair of ever being cured . ',but he appears to despair of ever being cured . ',0.0392
5866,' but he appears to despair of ever being cured . ',but he appears to despair of ever being cured . ',0.0392
5867,"Anglesey a strong , energetic man with a gentle and","Anglesey a strong , energetic man with a gentle and",0.0
5868,Mauro's first action was to write to his revered,Mauro's first action was to write to his revered,0.0
5869,"not easily irritated , patient and persevering ,","not easily irritated , patient and persevering ,",0.0
5870,"charming character , even-tempered and sedate ,","charming character , even-tempered and sedate ,",0.0
5871,In doing so he described his distinguished patient and,In doing so he described his distinguished patient and,0.0
5872,"master at Ko""then , near Leipzig , asking for advice .","master at Ko""then , near Leipzig , asking for advice .",0.0
5873,his symptoms . He told Hahnemann that he found,his symptoms . He told Hahnemann that he found,0.0
5874,"persevering , ' but he appears to despair","persevering , ' but he appears to despair",0.0
5875,"revered master at Ko""then , near Leipzig , asking","revered master at Ko""then , near Leipzig , asking",0.0
5876,distinguished patient and his symptoms . He,distinguished patient and his symptoms . He,0.0
5877,"sedate , not easily irritated , patient and","sedate , not easily irritated , patient and",0.0
5878,"strong , energetic man with a gentle and","strong , energetic man with a gentle and",0.0
5879,for advice . In doing so he described his,for advice . In doing so he described his,0.0
5880,of ever being cured . ',of ever being cured . ',0.0
5881,told Hahnemann that he found Anglesey a,told Hahnemann that he found Anglesey a,0.0
5882,Mauro's first action was to write to his,Mauro's first action was to write to his,0.0
5883,"charming character , even-tempered and","charming character , even-tempered and",0.0
5884,and of course with lower tax reliefs and,and of course with lower tax reliefs and,0.0
5885,couples ( probably because of the,couples ( probably because of the,0.0
5886,many of which were incomplete families,many of which were incomplete families,0.0
5887,"of younger parents with lower earnings ,","of younger parents with lower earnings ,",0.0
5888,was appreciably higher in families with,was appreciably higher in families with,0.0
5889,"several children than in those with only ,","several children than in those with only ,",0.0
5890,incomes between 1954 and 1959 was great-,incomes between 1954 and 1959 was great-,0.0
5891,no family allowances . The rise in net family,no family allowances . The rise in net family,0.0
5892,"est for childless couples , especially older","est for childless couples , especially older",0.0
5893,"Nevertheless , average net family income","Nevertheless , average net family income",0.0
5894,couples and couples with one child .,couples and couples with one child .,0.0
5895,"children and those with one child , and much smaller","children and those with one child , and much smaller",0.0
5896,showed increases of 4 to 6 per cent for couples without,showed increases of 4 to 6 per cent for couples without,0.0
5897,"index , which has risen only slowly since 1956 , was","index , which has risen only slowly since 1956 , was",0.0
5898,households and by 1-2 per cent for younger childless,households and by 1-2 per cent for younger childless,0.0
5899,changes for couples with several children . The quantity,changes for couples with several children . The quantity,0.0
5900,almost unchanged in 1959 for couples with two or more,almost unchanged in 1959 for couples with two or more,0.0
5901,"children , but rose by 3 per cent in the older two-adult","children , but rose by 3 per cent in the older two-adult",0.0
5902,"Compared with 1958 , the expenditure index for 1959","Compared with 1958 , the expenditure index for 1959",0.0
5903,"As in 1958 , younger couples paid some 12 1/2 per cent","As in 1958 , younger couples paid some 12 1/2 per cent",0.0
5904,compares the prices paid by different types of household,compares the prices paid by different types of household,0.0
5905,for whom the index declined from 91 to 88 . Table 27,for whom the index declined from 91 to 88 . Table 27,0.0
5906,diet in 1959 .,dret in 1959 .,0.0714
5907,for the commodities constituting the average household,for the commodities constituting the average household,0.0
5908,"more per calorie than the national average , and families","more per calorie than the national average , and families",0.0
5909,with four or more children 19 per cent less . The only,with four or more children 19 per cent less . The only,0.0
5910,"substantial change was in families with three children ,","substantial change was in families with three children ,",0.0
5911,also shows the corresponding values of an index which,also shows the corresponding values of an index which,0.0
5912,in younger two-adult households to 4.8 per cent below in families with,in younger two-adult households to 4.8 per cent below in families with,0.0
5913,all households in the sample .,all households in the sample .,0.0
5914,"four or more children , compared with +3.6 to -5.4 per cent in 1958","four or more children , compared with +3.6 to -5.4 per cent in 1958",0.0
5915,For all foods the range was from 3.6 per cent above the national average,For all foods the range was from 3.6 per cent above the national average,0.0
5916,in which the index fell by 1.8 to 97.5 per cent of the average for,in which the index fell by 1.8 to 97.5 per cent of the average for,0.0
5917,"and +2.8 to -2.6 per cent in 1957 . As with the price of energy index ,",and +2.8 to -2.6 per cent in 1957 . As with the price of,0.2113
5918,"the only noteworthy change was for households with three children ,","the only noteworthy change was for households with three children ,",0.0
5919,which have been carried out .,which have been carried out .,0.0
5920,"are highway payments , clearance payments ( for clearing remains of","are highway payments , clearance payments ( for clearing remains of",0.0
5921,5 . Other forms of war damage payment made by the Commission,5 . Other forms of war damage payment made by the Commission,0.0
5922,differing in certain important ways from the ordinary cost of,differing in certain important ways from the ordinary cost of,0.0
5923,"structures from "" total loss "" sites ) and church payments . Although","structures from "" total loss "" sites ) and church payments . Although",0.0
5924,"works payments , the sums paid under these heads have the","works payments , the sums paid under these heads have the",0.0
5925,common feature that they are all payments in respect of works,common feature that they are all payments in respect of works,0.0
5926,"the answer . Disturbed by vague uneasiness , she","the answer . Disturbed by vague uneasiness , she",0.0
5927,"on that point , for she was certain no one","on that point , for she was certain no one",0.0
5928,could not have overheard anything they,could not have overheard anything they,0.0
5929,"her fan , in passing ; but she did not wait for","her fan , in passing ; but she did not wait for",0.0
5930,"asked idly , tapping the girl's cheek lightly with","asked idly , tapping the girl's cheek lightly with",0.0
5931,had been standing near them .,had been standing near them .,0.0
5932,"' Are you enjoying yourself , Olimpia ? ' she","Are you enjoying yourself , Olimpia ? ' she",0.0444
5933,was wondering whether Olimpia had been,was wondering whether Olimpia had been,0.0
5934,watching her talk with Orsini . Surely she,watching her talk with Orsini . Surely she,0.0
5935,said ? A moment's reflection reassured her,said ? A moment's reflection reassured her,0.0
5936,put Vittoria on guard . ' Santa Maria ! These spying,put Vittoria on guard . ' Santa Maria ! These spying,0.0
5937,"stopping on the way , to point out , with childish pride ,","stopping on the way , to point out , with childish pride ,",0.0
5938,"information , which held no interest for her :","information , which held no interest for her :",0.0
5939,"fringe of the party , caught snatches of this","fringe of the party , caught snatches of this",0.0
5940,"objects of beauty or interest . Vittoria , on the","objects of beauty or interest . Vittoria , on the",0.0
5941,' ... now this sapphire ...,' ... now this sapphire ...,0.0
5942,"However , something inimical in the girl's look","However , something inimical in the girl's look",0.0
5943,"eyes ! ' she thought , bitterly . Doria was continually","eyes ! ' she thought , bitterly . Doria was continually",0.0
5944,leisurely fashion his few possessions into a ramshackle and,leisurely fashion his few possessions into a ramshackle and,0.0
5945,"along . "" To her great relief they arrived at the cluster of little houses","along . "" To her great relief they arrived at the cluster of little houses",0.0
5946,where Hubert had been living to find the old man stowing in,where . Hubert had been living to find the old man stouring in,0.0678
5947,"said shortly . "" Personally I 've no more to say , so I suggest we get","said shortly . "" Personally I've no more to say , so I suggest we get",0.0143
5948,"in her quivering flesh . "" You 've an answer - of sorts - for everything , "" she","in her quivering flesh . "" You've an answer - of sorts - for everything , "" she",0.0125
5949,"incredibly ancient car , surrounded by innumerable friends and relatives .","incredibly ancient car , surrounded by innumerable friends and relatives .",0.0
5950,"She was tempted to laugh , but it was as though that barb still stuck","She was tempted to laugh , but it was as though that barb still stuck",0.0
5951,everything had gone over her head . It didn't really,everything had gone over her head . It didn't really,0.0
5952,matter what was being said because she was,matter what was being said because she was,0.0
5953,"face pale . Philip , she knew , got on his nerves , but","face pale . Philip , she knew , got on his nerves , but",0.0
5954,"retorted and in that second , he became the man of","retorted and in that second , he became the man of",0.0
5955,success exerting authority . Sandra watched her father's,success exerting authority . Sandra watched her father's,0.0
5956,Philip bristled . ' It was never our intention,Philip bristled . ' It was never our intention,0.0
5957,no longer a part of it .,no longer a part of it .,0.0
5958,"to have one of those carnival affairs , ' he","to have one of those carnival affairs , ' he",0.0
5959,"The thought of Nicholas haunted her , the sense of","The thought of Nicholas haunted her , the sense of",0.0
5960,of our friends at the ceremony . ',"of our friends at the ceremony . """,0.0294
5961,"he said , ' I was not talking of a carnival . But I","he said , ' I was not talking of a carnival . But I",0.0
5962,presume we shall be allowed to have one or two,persume we shall be allowed to have one or two,0.0435
5963,loss crucifying . Her father's comment roused her as,loss crucifying . Her father's comment roused her as,0.0
5964,"their share , and there were precious few","their share , and there were precious few",0.0
5965,self-employed . By the time his monthly salary,self-employed . By the time his monthly salary,0.0
5966,"reductions in tax save for wives , children ,","reductions in tax save for wives , children ,",0.0
5967,drawn between ordinary wage-earners and those,drawn between ordinary wage-earners and those,0.0
5968,He had long sensed injustice in the distinctions,He had long sensed injustice in the distinctions,0.0
5969,encumbrances which Cecil had so far avoided .,encumbrances which Cecil had so far avoided .,0.0
5970,life-insurances or any of the other normal,life-insurances or any of the other normal,0.0
5971,"arrived , the Inland Revenue had already taken","arrived , the Inland Revenue had already taken",0.0
5972,postponed demanding the tax until her financial year,postponed demanding the tax until her financial year,0.0
5973,"process could , and often did take several years .","process could , and often did take several years .",0.0
5974,"was ended , audited and agreed by the Inspector . The","was hulled , audited and engaged by the Inspector . The",0.1509
5975,"to claim relief on the most unlikely purchases , but also","to claim relief on the most unlikely purchases , but also",0.0
5976,provisions of Schedule D taxation which not only allowed her,provisions of Schedule D taxation which not only allowed her,0.0
5977,He read the film star's sorry story and frowned at the,He read the film star's sorry story and frowned at the,0.0
5978,At one point the astute Miss Cheesecake,At one point the astute Miss Cheesecake,0.0
5979,"chase of several mink coats which ,","chase of several mink coats which ,",0.0
5980,to a depreciation tax allowance,to a depreciation tax allowance,0.0
5981,as plant and machinery . The,as plant and machinery . The,0.0
5982,that the warm coats were heating,that the warm coats were heating,0.0
5983,had claimed tax relief on the pur-,had claimed tax relief on the pur-,0.0
5984,"it seemed , were necessary to fur-","it seemed , were necessary to fur-",0.0
5985,appliances and therefore susceptible,appliances and therefore susceptible,0.0
5986,"was reported , she tearfully claimed","was reported , she tearfully claimed",0.0
5987,"ther her career . Alternatively , it","ther her career . Alternatively , it",0.0
5988,"three of which were in her husband's name ,","three of which were in her husband's name ,",0.0
5989,"Royce and a Sussex manor house , all","Royce and a Sussex manor house , all",0.0
5990,agreement had been delayed long enough for,agreement had been delayed long enough for,0.0
5991,"Discounting one chinchilla jacket , a Rolls-","Discounting one chinchilla jacket , a Rolls-",0.0
5992,by rights should have been reserved for her tax .,by rights should have been reserved for her tax,0.0408
5993,Miss Cheesecake to spend all the money which,Miss Cheesecake to spend all the money which,0.0
5994,she now declared herself bankrupt .,she now declared herself bankrupt .,0.0
5995,"Between all the interested parties , the final","Between all the interested parties , the final",0.0
5996,"and Cecil , with a further six stops","and Cecil , with a further six stops",0.0
5997,tax relief for a jacket used,tax relief for a jacket used,0.0
5998,had had with the Inland Reve-,had had with the Inland Reve-,0.0
5999,The train drew into another station,The train drew into another station,0.0
6000,"is a condition of your employment , '","is a condition of your employment , '",0.0
6001,nue in an effort to obtain,nue in an effort to obtain,0.0
6002,solely in the office . ' If the jacket,solely in the office . ' If the jacket,0.0
6003,"to go , was left almost alone in the","to go , was left almost alone in the",0.0
6004,qualify for relief . ',qualify for relief . ',0.0
6005,"the Inspector had written , ' it may","the Inspector had written , ' it may",0.0
6006,coach . He fumed as he recol-,coach . He fumed as he recol-,0.0
6007,lected the long correspondence he,lected the long correspondence he,0.0
6008,"It was a new briefcase , and as the train jogged along","It was a new briefcase , and as the train jogged along",0.0
6009,' It 's not mine . I wasn't sitting there . ' She blinked,' It's not mine . I wasn't sitting there . ' She blinked,0.0175
6010,the shiny clasp twinkled invitingly at Cecil .,the shiny clasp twinkled invitingly at Cecil .,0.0
6011,He wondered what it contained . Probably the remains,He wondered what it contained . Probably the remains,0.0
6012,of someone's lunch or a few secret files .,of someone's lunch or a few secret files .,0.0
6013,He smiled at his own joke .,He smiled at his own joke,0.0741
6014,disdainfully at him and stepped out .,disdainfully at him and stepped out .,0.0
