index,ground_truth,ocr_output,cer
6420,of the river . She helped me clean up my,,1.0
6421,overlooking the sweeping brown tides,,1.0
6422,romantic than large houses . We drank,,1.0
6423,to read on the train . Catherine is 13 .,"‘Oboe Gun, bee. baat... Codie is A",0.675
6424,to let nothing get between her and,,1.0
6425,"ficult , but she said , ' Philip reads them ,","cult ik thee DAM ""Pliliy pecaog OU,",0.6222
6426,frowning face as she turned the,HoT no bree ae ee hee,0.6452
6427,Catherine looked at the books lying,,1.0
6428,newspapers and watched her pretty,"W210 S Papers awn envakcleaA her prot,",0.6061
6429,I suggested she might find them dif-,,1.0
6430,"pages of Babel , for she was determined","pages of Balacr, fer she was oleharmruucel",0.359
6431,"around his room , and asked if she",,1.0
6432,might borrow the stories of Isaac Babel,,1.0
6433,doesn't he ? ' During the journey I read,doesr~ fae During Dae Journey | tanh,0.425
6434,"vilised and expensive , the two children",,1.0
6435,went to the pictures . Philip allowed,weet be Ue jrolives ~Plilip allerczr,0.5135
6436,towards each other as they talked . In,,1.0
6437,the pictures just for the fun of it was,,1.0
6438,Catherine's left hand she carried the,lahhenre s LePt Loca ole cared tree,0.4865
6439,"I followed , seeing how the sun gilded",,1.0
6440,# it to be seen that he thought going to,,1.0
6441,stories of Isaac Babel . After lunch we,chemes of lsaae Rebel . Are Le oh we.,0.4359
6442,"walked together across green fields , and","rd leer lonear ACTOSS SERA Helole, AA",0.7073
6443,their bright friendly heads turned,,1.0
6444,"At the school , which is charming , ci-","At Hae school, uruck is clarmdtuy 47",0.4103
6445,chamber ; and Philip and I waited with,,1.0
6446,Catherine in the dark until she had stopped,CoMemne rite dark well she bat s beppeok,0.4651
6447,"minals in New York . His goodness , how-",ith sca ke Ve Deze Yale . Wis aonclies ; hous -,0.7
6448,evening .,RAneaaaing :,0.7778
6449,"ever , was not enough to prevent one",,1.0
6450,serious of the two films that were,,1.0
6451,For his sake we chose the more,,1.0
6452,of them from being sent to the gas,Oe Yrewr Pron loeaing sent bole qs,0.5
6453,about a good priest who helped cri-,Voot A asoek priest ud helpeel er—,0.4571
6454,showing in the little town . It was,,1.0
6455,crying and could face the light of a golden,,1.0
6456,"by her suffering arm , he said bitterly :","a her suffenegann, he saial ea e-ael g",0.4878
6457,"rine stared at him , incredulous . Philip","asec te aceon, BA NW dirininn 4 Leer rilerce . PLilip",0.8537
6458,even when its demonstrated to them . ',,1.0
6459,"' Yes , why are you crying , he had to be",,1.0
6460,who had red eyes . Grasping Catherine,rl) hack werk eves. Cvesprg eee,0.5946
6461,"punished for his crime , didn't he ? ' Cathe-","purus leek for hig enine, didi the ? Cole -",0.4444
6462,At the entrance of the cinema the,,1.0
6463,doorman was lying in wait for anyone,"A oer oe boas, lyvog Le com for Adena",0.6111
6464,rescued her by saying with disdain :,,1.0
6465,' Some people don't know right from wrong,,1.0
6466,to the next red-eyed emerger from the,,1.0
6467,of the cruelty of the world . Finally Catherine,of he cruelly of Poe boot . Freally Cobborine,0.2979
6468,about it . ' And Philip said : ' But we 've got,"ooart a Ano Plath temas. Biccke aii ee, qo",0.7447
6469,you see ? ',ies Pe,0.8182
6470,dark ; and we went on together to,dale 7 arok Uwe went oa beget Le,0.4545
6471,"the station , the children silent because",ave. shia | Ure Aaledtan wiltunk heomecog,0.6829
6472,"said , her eyes wet again : ' I think its all","sou , her eyes suet eget | Hie iks aAl",0.4444
6473,"if we don't it 'll just go on and on , don't",IE cme de 't it (| just AO ON chil Pom dh ge te,0.5909
6474,"absolutely beastly , and I can't bear to think","oghulely easly, arrol | con't bear be brick",0.4348
6475,"to think about it , don't you see , because","eo Hank about tk, let yor see, because",0.2791
6476,The doorman turned his attention,,1.0
6477,beside # Catherine . She had the stories open,bole (OU) CoMme Sle had Ha stores ope.,0.4889
6478,In the train going back to London I sat,,1.0
6479,I wish I went to that school . Did you notice,Pwitl / ye to tnt cbheet . Dol vow neAree.,0.5333
6480,that girl who said hullo to him in the garden ?,Meh GA whe sel bil AR Ke Garde ©,0.617
6481,"in front of her , but she said : ' Philip 's awfully lucky .","2 bot of ae bA oo Save : "" Philoy's an fll, Muy",0.5
6482,It was a splendid interpretation of the,"Tt wa @ aplindic inkrprctalion, ef thet",0.3333
6483,sympathetic C O . Paul Daneman gave another,wypngathlic CO. Soul Larumar. ga ann,0.5116
6484,"part . The rest of the cast were well chosen ,","pal. ‘Ihe ual ef the col were ell cheson ,",0.3478
6485,with James Maxwell making a fine job of the,wilh James Aacenell making @ fine j6b- of the,0.186
6486,""" The Little Key . """,,1.0
6487,first-class performance last night as a,first 2 cla porferweance Lost ought ad RQ,0.4103
6488,wartime naval officer in the B B C's,wali marvel offiter sin Un BBC ’A,0.4722
6489,the imagination which asked the viewer to,the innaginalien wich greed the vtewer Ae,0.2683
6490,""" Britain - Blood , Sweat , and Tears ... Plus",Burin - Blood : Socal and “lear... Plas,0.3696
6491,The play was no more than a figment of,"hs pas, war me mex Than a firme ef",0.4211
6492,effect . MORE than 100 viewers complained to,efbect MORE tham 100 viewers cenrplained by,0.2045
6493,production by Michael Hayes . He captured,"preducton by Hichodk Faye, Me eqplared",0.3659
6494,the atmosphere of fog and mystery to great,ms almophore f fea and onayshoy te gual,0.4524
6495,believe in a beautiful ghost . It would have been,teline a Aeaubful qhot. JE mould fave beon,0.3469
6496,"the B B C last night that an Amercian film ,","the BBC Last might that an ctnuuean fel,",0.2955
6497,"Twenty Years , "" was anti-British .",chery Yaw i way ank- Butah .,0.5143
6498,an impossible piece of television but for clever,me dmpovbte pisce of teltovuon tit for eltwer,0.375
6499,It also parades Gina Lollobrigida in a selection of neglige*?,H alco PA41Qol> pra ollobn rola th a sblechon of nefle of ~«¢,0.5574
6500,Lollobrigida . In the holiday seasonal months before and,fallobon gic. ln the holiday ceacomal wontts lufere anol,0.3393
6501,Mr. Hudson is an American millionaire who spends each,Tr. Hucleon san fmoncan millonase ho Sflvole each,0.3962
6502,and Rock Hudson at the wheel of a shining silver Rolls-Royce .,ant Loc fudeon al the hol of a chahany cle bolle Coyce.,0.371
6503,hotel .,hotel.,0.1429
6504,after this annual idyll his major-domo ( Walter Slezak,ate fhas annual jolyll hus major cowo ( lakes Sheak,0.3148
6505,"2e-and-nightie ensembles not too well designed for sleeping in ,","2 2 - Ona ~- rh te Lnrenble, nol foo cell tm prod for elepehy In,",0.5312
6506,September in his Italian villa and the company of Signorina,Septtaber in has Halian villa anol Ho company of Syn orhe,0.2712
6507,at his most nauseating ) turns the palazzo into a luxury,at hj wool naworahhy ) tums the pala22g ihlo a luxury,0.3393
6508,revised even before the upheaval . The ingenuity,renseol even before The Upheaval. The_ingeuuity,0.1875
6509,Most of those who expound a theory of textual,Nost o4 those wha exerunol a thesvy of terthia |,0.3111
6510,written entirely by one author before the,"rite, eutiraly by me author loelore the.",0.2683
6511,to suppose that the original book had been,1 Supodse Mat the aviginal beck (ngol been,0.381
6512,argument against them .,Oraument against trem,0.2174
6513,of the theories is impressive and is the best,or the theories is impressive aud is the bert,0.0667
6514,dislocation take it for granted that the Gospel was,Ais locahon dake it for grauteol that the Gospel was,0.1569
6515,disturbance took place but a few leave it open,Nistirrbomce took place but a Levy leave it open,0.1739
6516,Thomas Spreng,Thomas sorteny,0.3077
6517,which text is used .,de A. tea [S C5201 |,0.75
6518,The most convenient one for the authors,(he most Convent One (Eo / ng athe <,0.4359
6519,it is not a matter of the greatest importance,"cd I< not a hg FRR, of Me q Mahesh CMperl Percy",0.6
6520,has been the text of A. Souter . In this,"nas D2an ta tert of fF, Sort, In Tig",0.45
6521,version of the text the Fourth Gospel is,V&Sion of Kroa txt tho fot os pet r<,0.475
6522,"printed as just over 1,000 different nouns ,",antated as yet ovey | Con iftert.t NOW |,0.5227
6523,"verbs , and other parts of speech occurring",Aloe | Ones oNnay pats of Speact Our ae,0.5581
6524,forms . There are other texts which could,"boime , Thare ae ofvyy deste plc colle",0.4634
6525,"15,695 times in their different grammatical","5S BSS Hees 1a tho, Ai ftey ent arta Ang Ay co, (",0.7674
6526,"have been used , and ( as shown in Table 1 )","Nave laeen CKCef , Aner (as shown ¢, lobe 3",0.4318
6527,is a matter of editorial decision rather,"fs q matte, of edihengl ALldi'sion [atry,",0.425
6528,Souter and the other texts is rather,Soulty aud the oflay fexfs ce (aths_,0.4167
6529,"of Souter's text and the 15,416 of Nestle's .",a Softy iS \2xT Arc Hrg_ iS 46 ot West’.,0.6222
6530,large . But the British text includes,ise Buf tha KRatish text tnclihec,0.4054
6531,"for 178 words out of 279 , which is","ror [TR woe af ot 27% which, i<,",0.4857
6532,"the paragraph 7.53-8.11 , the Woman",Hho paaqva al 2a ee 1 paw Noman,0.6
6533,At first sight the difference between,At dis Si¢ht the differejna@ befrreein,0.3243
6534,"taken in Adultery , and this accounts","Tako (7 fr Aa, _ aed “ne Qllouni%",0.6486
6535,The omission or inclusion of this paragraph,10 OM: SCION O( (nelcS oy ot M's (A41g fay,0.7442
6536,"the difference between the 15,695 words","1 (ro Ai FP RINCR betneen Hrs iS, 6332 becde",0.7436
6537,is derived . Qoheleth has a second,da Sberrvedc/. fiedee Mat a -7ecore!,0.5882
6538,VINEYARDS ( 1 Kings 4.25 ; S. of Sol. 8.11 ) .,MEVEKOS (1 Hinge 425) 5 of toh 11),0.5
6539,"The word is a Persian loan-word ,","Whe word 4149 f~erwan Oban word,",0.3939
6540,in Neh. 2.8 and S. of Sol. 4.13 .,on. dee Jf aati ft @f £4,0.7273
6541,"pairi-deaza , from which our word paradise","gan - Maes from which caer wore! (218 kite,",0.5476
6542,no happier than Adam was !,,1.0
6543,Close to the building projects would be the,"Vlora do Pha, balding JO woslel be. fhe.",0.5349
6544,paradise at his disposal but he is,"poarad:ve, at Oe S14 col 4 x pre. a",0.6471
6545,The word is used in the singular,bh el ee pene eo. hou. 1 gedage,0.8125
6546,"the Paradise , the only place where the Shamir",the 5 coal xs. ho only glace where the Sham,0.3261
6547,"Prince of the Demons , "" Ashmodeus "" to bring him","Prme of Yre Demo,  Khmodews to bring hye",0.3265
6548,"Shamir had not been placed under his charge , as","Shamir had net been placed under hy charge, ad",0.1042
6549,there is no Shamir in Gehenna ( Hell ) . An eagle,tThere_ SS nS Shaniie \/Y Cehenna Well). vA eag |e,0.4286
6550,could be found .,Meld be_ Sok:,0.625
6551,"brought the Shamir to Solomon from Eden ,",orowg Id She Chaanc +O Solomon oom eden,0.4146
6552,the Shamir and Ashmodeus told him that the,We. Shamir ao A chinodexy told hin thor the,0.3333
6553,"According to the legend , Solomon had asked the","Kecording 4, ho legend Solomon hos ayhed the",0.2553
6554,as a very precious diamond-stone and very adamant .,i tk vores preciow Abeer ~Stone end vere eclar-eat,0.5686
6555,"the existence of it . These birds are , the Cherubim","Whe ex \ssence et x These Gir als are, the CL evulon",0.3846
6556,and the Seraphim . We are also told that the Shamir,ond the. Sera phan. We Are. allo \ Nd thot the. Chee,0.3725
6557,"a sanctuary , and only some rare birds know",a3 sancluacy ; and ona Som @ vralbe \ecks now,0.3953
6558,"is the stylus used by Moses , and this stylus is described",s the stylus used by Kayes cand thy stylus 1) aleseri bed,0.2414
6559,The Talmud describes that the Shamir lives in,\he As eas describe) Vnod tho. Shrew) ¢ \iweo ve,0.5556
6560,"as days of HEAVEN ON EARTH "" That","OU days of HEAVEN OW EARTH, | lok",0.2727
6561,"days of your children in the land , which",tas of YOU cludven jah tle f ond wick,0.5122
6562,means the Kingdom of Messianic Righteousness,aay the King doy of Mess‘ aaric Bight Gouguess:,0.3636
6563,"the Lord swear unto your father to give them ,","fio Levd swoow wwucto your ftiov to tyive tle,",0.4348
6564,And we will nail the Divine Law on the,Aad wo will wal te Diviue boy ou He,0.3158
6565,""" That your days may be multiplied and the","""4 bot Yo days WU OAL be mult plied aad the",0.3571
6566,door posts of the house and upon the gates .,dooy posts of te house awd Upon fhe. pores,0.25
6567,( Talmud Sanh. 99A ) .,"(“(oluud Sauk, 99 A)",0.5
6568,"The Messusah , which is nailed on the doorposts","Tbe Mess a lt, whichis nailed on the dooypostc",0.1915
6569,"of the Shmah ( Numbers 15 , 37-41 ) is",of the Slama (Muubers 5 34-4) is,0.3158
6570,"story , which is also in the Hagadah that","story , whick is ater in Heo tg adal tat",0.2927
6571,"the "" tsitsits "" . This lesson used to be read","the ""Aster ts, Ths lesen used to be jeod",0.3261
6572,contains those two lessons . The third lesson,emda fhoco tuo feccous The Hud fowon,0.5556
6573,nearly seventy and I had not succeeded that,nooy soveudy aud | lad wot Succeeded that,0.2791
6574,only in the morning . And the Talmud tells a,aly im the moving . td tho ToLwud tell o,0.2955
6575,"called "" the going-out of the land of","coped ""Fy0 goivy ~out of He fond of",0.4054
6576,"Rabbi Eleasar ben Assarja said , "" I am","Rabbi Cleosoy Don Asson ie sasd, | aw",0.4359
6577,"Egypt "" . It starts with the story of the fringes","9 ph l4 ture with, tho Story of the fringe",0.3673
6578,means in the day-time ; all the days of,moons din He doy-Aeme | afk Whe days of,0.3077
6579,it important that when we read the,A importowt bet shorn we reared ae,0.4118
6580,should remember the Great,,1.0
6581,"Ben Zoma said : "" The days of 1thy life",Bern Somer gard?” Yhe days of Airy Cte,0.4359
6582,with the fringes ( the tsitsits ) .,,1.0
6583,"Shmah "" to be willing to hear , "" we","amor “to ba wiklurg ty Boor, we",0.4722
6584,"1thy life means even at night-time . """,WAoy Lhe moons gor ot nigtt-lune.”,0.5263
6585,Deliverance : Passover and its connection,,1.0
6586,( Berochoth . ) And the Rabbis thought,"(Borechoth) And Ire Rablui, Ibcugrt",0.3947
6587,"resent the "" Bread of Poverty "" which our fore-fathers",Be Seu the Bread of Poveray -* which our force -+ ashe re,0.3148
6588,and we invite anybody who wishes to partake in our,hae we ‘awe auybody who wish e& to bartake ih ovuUWKW,0.36
6589,"and eat , Anybody who is thirsty , let him come and","avd cur, Duybody who is rhinsty let Miu come and",0.2549
6590,"were eating in Mitzrajim , to show they were willing to learn ;","WCE cA og. in Hiszrajivm, yo show they WwWCIT wiht to leary *",0.4286
6591,"start the Seder showing the Matzos , that they rep-","Siu rr the Seder slae wing the Hatzos, thou they rcb-",0.2941
6592,"drink . """,de cus,0.7778
6593,Leaning back carries the concealed message . And we,heaving back carr. ¢ & the concealed message. Ana WIT,0.2353
6594,"discussions , saying : "" Anybody who is hungry , let him come","discussivws, Sty 4 | ~ Auybody who rs huwgry, let hiv come",0.2459
6595,"demptions are asked at the Seder-evening about these "" four",Ac var tiow ave asked ast the Sed c¥ -evew ing abo WwW theac 3°L our,0.4576
6596,really interrogations to examine into the principles of the four re-,really iwicerod ations fOEKAwmi be tWto the brivciples of +he dour re-,0.2941
6597,"symbols "" ( the MANISHTANO ) . And the person who asks these",syuibols’* Cahe HaAWVISHTAVO) Aud she b erSovu who ors there,0.4333
6598,conducting the Seder .,COUd LUCA dg dic Ge der.,0.7273
6599,And we want all to eat and drink His Great Philosophy of the,Nnd we waus allio eat aud drink Wis Grea Philosophy of the,0.1333
6600,questions is seeking the opinion of the one who is,Auestious is seck\iuq the eobibion at ee oe we so 5,0.38
6601,"four ways of Israel's redemption . Hence "" four questions "" , which are","t oe ways of \syae)’s rede mb yiow, lleuce AO ue dg en sious’! which are’",0.493
6602,to help them to face whatever it is that,tO.F¢lp Trem to face whatever if is thot,0.2
6603,"of use telling even children , as I have","Oo) USE Telling EVEN Children, as |have",0.35
6604,irrational pre-conceived notions - or to,rrOoMNOnal pre- Conccived?d motions ~ oF iD,0.4
6605,fears are based upon completely,scoryS WE Dasea Upon Completely,0.3871
6606,to pull themselves together . Far better,to pull themselves Tagethey - For beter,0.15
6607,cause and then deal with it ; show it,"couse Ahad then deal with tt, Show it",0.2162
6608,In the first place it is not a great deal,In the yiwst place His not a great cleal,0.1707
6609,"already suggested , not to be silly or","MWEAAY suggested, nor TO be Sy OF",0.4474
6610,"is worrying them , to find the original","IS Wortying Them, TO finct the original",0.2564
6611,up either for the sham it is - and many,ue «either for The. Goom 4 iS - ane many,0.2821
6612,on .,$i.,0.75
6613,There are several instances where he seemed unable to go,I Aore eatct bial tralencos whit bo tttmel umabl fo fo,0.5714
6614,"too many details , would help many a child to make a","too mary dotauls, coulel help many G ol, bol lo make Q",0.3269
6615,proper adjustment to life as it grows up . Let us look,Profdes aol ysttread lo life ds if grome Wf. lel uz teph,0.5
6616,"A little more honesty , even if one refrains from going into",A tHe mort honesty cen if Mt Ke fiQuing from gory prio,0.4
6617,"at Jesus . We do not , I think , see there a life without fear .","at pecw. We ob not, | the , coo there a lif walhoud feas",0.3438
6618,Amen . MOST people would probably regard tiredness as a,fyen | OST poeple cirutel protabty pred firtelror acd,0.5091
6619,partly true . Many people wake up tired of a morning and no,posty fe. Mary people vale up tel of 4 nant an up,0.3729
6620,purely physical thing . The cure for which is sleep . This is only,pustly (hy cal fhany. The cure [0 ulich \ sep. hit 1; only,0.3485
6621,"amount of rest seems to make any difference . Sleep , to be","Amount of ital ctins fe wale any obi fecence . Llp, fo be",0.3729
6622,from innocence .,from / hn0Qu Co,0.6875
6623,"effective , must be of that child-like quality which comes","2 ech, urd he of Mal child - ile ytiali ty uhih comes",0.4138
6624,Nor is she necessarily being deceitful . She really did feel tired,Mov she nection ly being olecortpul . Sha really hid j@ ty reed,0.3788
6625,with our mental state as with our physical exhaustion . A,with ouv wealal hate ar uth ou physical Ex hourshon. A,0.2982
6626,disturbed mind can bring the healthiest body to a sense,disbshil wisnal tan baby Hu healfhacd lady to 4 bnoc,0.5455
6627,"of fatigue . They wonder why they get no rest at night ,","of [ah yc. [ hey onal) thy thay pel no rel al rh,",0.4286
6628,until the mind got the necessary injection of a fresh - and an,anh! th mahal gol [he neChnOey Ip chow of 4 preah - and ap,0.4516
6629,"attractive - interest ! Tiredness has , therefore , as much to do","abrachre ~hlertol ! Tireolntss har, thexfert, a2 much fo ob",0.4154
6630,even if they do sleep .,een i[ they oo ckép.,0.3478
6631,we lose this way in the course of a day we would be,t lose Hus way m He cane of 4 day € could he,0.3529
6632,"staggered . Some of it is inevitable , and we do not want to",Stay pore. eo of if 1s jhe vitebee an uf ol us wanl fo,0.4833
6633,through .,hou |,0.5556
6634,If we ever stopped to consider how much energy - and time -,xe eres heppal bo conscly how much eneigy ~ andl fits -,0.3729
6635,"become too pernickety . Nevertheless , we could all probably","fecome too perruchely Weve the ler, vt contol all protably",0.3333
6636,be a little more orderly for we so frequently just muddle,"be a ite wort o,danty fev ul Lo fe gneally pool wu oladde",0.5263
6637,worse the school system whereby for,worse the School System whcreby for,0.0857
6638,a critic may say - you are calling,ao crmc may Soy ~- YOu core Calling,0.3529
6639,"they say , to get into a rut . Save us","they Say, TO get Into oO rut. Save us",0.2105
6640,"us to adventure , do not strangle us before","US TO ACWENTUTE, Ao Not STrANg!e Us before",0.5116
6641,"exactly what , on any given day of the","exactly what, ON Ahy given Cay of the",0.1579
6642,we start by putting us into a strait-jacket,we Start by pitting us into a Strait “yecket,0.1628
6643,"routine destroys the soul . It is so easy ,","ponne destroys the soul. H Is So Casy,",0.2558
6644,from the school curriculum and even,from The School Curriculum and Even,0.1143
6645,There may be some who will argue that,Where may be some who will argu & that,0.0811
6646,"week , they are going to have . If - such","weck, they ore geing to have. lf -— Such",0.1951
6647,meals everybody knows beforehand,MEAS =everyloady Knows bEefarecnand,0.4062
6648,that he was a great man for lace - paying,Lhot he was a Grea man ter lace - payins,0.1707
6649,didn't mean he was prepared to do as much,id + wan he was prepared to clo as much,0.1951
6650,and I fell out about my not being willing,and | teu out about ny no + being at Wing,0.2683
6651,as much as 3 for a lace collar . But this,as much as % for a law collar. Sut puis,0.1707
6652,We know from the diaries of Samuel Pepys,We Vnow from he dianes of Samucl lepys,0.15
6653,to have her gown laced . ',to \awe her Gown laced.,0.2308
6654,"for his lady , for he records testily : ' My wife","ror US lady, for he recoras fesriy. ' Hy wife",0.2449
6655,reign of Charles 2 stating : ' Lost : a lawn 1hand-,eugn of Charus 2 STING : ‘Last: a lawn Ahand-,0.3137
6656,fine Point lace about four fingers broad ' and,ring Point lace about} tour hvgers broad’ ane,0.2174
6657,among the effects left by Nell Gwyn is an,Bene lhe effects lot by Nell GQuyn es,0.3171
6658,unpaid bill for ' scarlet satin shoes with,unpaid bi for 'scarlel satin shoes with,0.0952
6659,kercher with a broad hem laced round with,Merchery With a broad hom laced found with,0.122
6660,silver lace ' . The records of these tender trifles,gilver lace . The records of these jender tlles,0.1373
6661,are very touching but then lace does place,are ory houclung but Hen lace cloes place,0.2143
6662,upon everything a delicate sentiment .,Upon euery Hing a Arclicate sentiment,0.2368
6663,"We read , with sympathy , an advertisement in the","We read, with Sympatty ; aun oduerhse ment In the",0.2245
6664,this is seen on the 150 miles of spawning,WNS IS SECKN on Tre 40 miles of Spawning,0.3902
6665,The effect of bottom congestion due to,the Cffect of lbottom Congestion cuc. +2,0.2368
6666,them - thank Heaven ! A good picture of,theim - Thank Heaven! A sod picture oF,0.1538
6667,"for spawning . Both result in crowding ,","yOr Spawning: Both result in Crowding,",0.175
6668,the light pressure is inevitably mixed,The igevt oressure is Iney iITaloly mixed,0.3158
6669,with that of the suitability of ground,withy Thal of The suitability of ground,0.1053
6670,grounds from the Viking in the north down,GrOUNnAS fram the Viking In The nath cowrn,0.3171
6671,the western edge of the Norwegian,"the western, eage Cf tne Nor We giain",0.2424
6672,so there is no need to try to separate,SO thease IS ‘mo neta +t try te Separate,0.3684
6673,Deep .,Dece 7,0.5
6674,to the Klondykes and the Reef along,to the Klon AYKSS Onad the Rect Alongs,0.3429
6675,"to this fishery , which unfortunately seems","TO This fishery, Which unfortunately scems",0.1395
6676,"at slack waters , even in daylight","Oo Slack waters, Even in clay\ight",0.2353
6677,The East Anglian behaviour ( see p. 82 ),The €ast Anglian lbehaviour see p. 82),0.125
6678,"sometimes ; and the high swimming ,","SOMENMeEeS j ancl he high Swimming ,",0.4
6679,"summer fisheries . There is the "" swim """,Summer fisheries. There is the “Swin',0.2
6680,has always differed from that of the,pas always aAiffered from that of the,0.0833
6681,when fish are caught only in the top,When FISh are cau gint Only jn THe Top,0.3333
6682,fascinating behaviour mysteries are peculiar,TAasclnomng behaviour mystenes are peculiar,0.1818
6683,to be dying out ; but a full discussion of,TO be AYing out; but a full Giscussion of,0.1429
6684,them is beyond the present scope .,Therm iS beyond the present scoace .,0.1471
6685,few yards of netting . These and other,jow Yards of Netling. These and cather,0.2105
6686,footrope of a trawl does this . Films,jootrope of a trawh does this. Films,0.0811
6687,the water or along the ground .,The wearer or AIONS The ground -,0.3226
6688,a seine net in just the same way after,OA SHiee met in gust The same way ater,0.2368
6689,"sends before it a kind of scaring effect ,","SEAS before It a Kind of Scaring Cyject,",0.2857
6690,Underwater films suggest that the,Un AErwarer films sugges! thot The,0.2121
6691,"that all fishing gear , when moving ,","that all fishing gear, when moving,",0.0541
6692,The Bow-wave Theory . This assumes,The bWow- wave Theory. This assumes,0.1176
6693,probably through waves or vibrations in,probably Through waves cr vilorations Ih,0.1538
6694,have also shown plaice moving before,nove ASO Shown plaice moving before,0.1944
6695,being gathered inwards by the ropes .,DING gathared inwards by the ropes.,0.1892
6696,of her sisters . A young man from Reading named Marshall,"Ot hey sisters | K young UAan frow Readine, Nameol Norshadl",0.2857
6697,"had at first been considered as belonging to the killer ,","mod at First been considered a belonging to the ki Lec,",0.1404
6698,"Even the bone cuff-links found beside the body , which",= tye bone cult -Links found beside the booty /which,0.2407
6699,had an uncomfortable time in the presence of the coroner .,had an uncompfer 40 bLe Lime jn the prsance of the coroner,0.2241
6700,they had been borrowed by Elizabeth Camp from one,Neng had been borrawed by Eiza bed Comne Crow one,0.2857
6701,"proved yet another red herring , for it was learned that",proved yek another fed Hace rey _ ker Vk woo learned Hat,0.3214
6702,"his military bearing ) , and this was accepted .","Wd Wii Li tary bearing ),and this way accepted",0.2708
6703,"to have been away for four days . Not in itself a crime , but , added to","to hove been away for four days. Not in itself a crime but, added to",0.0694
6704,explain . His story was that he had left home to try to,eK Poin Wo story Wad Mok he \nod @ Lett home to try £0,0.4364
6705,"dford for a false moustache , it left him with something to","dhord bor a fobe moustache , 1 +t belt him with something to",0.1695
6706,the knowledge that he had gone shopping in the town of Guil-,the Knowledge diot he lad Qone Shop ping in the town of Guil-,0.1333
6707,"This man was known to have left his home on February 11 , and","tig, mon wad Known to have left has ‘ewe on February IN and",0.2459
6708,join the Army ( presumably feeling that a moustache might enhance,yon the Yrmy (presumably teeling tak o moustocle uriart cahance,0.2462
6709,At Clapham Junction a ticket-collector,OF CLapdoum Juntion a Aiket- colleter,0.3158
6710,A passenger at Victoria said he had seen,A pemperapr ob Vilorra card he od reer,0.425
6711,a train for the short run to Victoria .,a Aron fer 44e Reort wn bo ectomecs,0.4615
6712,"walking arm in arm . ""","wring, orm so aren",0.5455
6713,was able to identify a photograph of the,wo athe te adawby o otergrnpr of dha,0.5
6714,"a young lady "" as near as possible ""","A young Patdy ""an VLor 0D poor |",0.4722
6715,"like the photograph shown him , with",,1.0
6716,"a man "" very close in conversation and",Oh Wier MEY Cher 1 cConrrneroHin orl,0.7632
6717,on platform six waiting to board,,1.0
6718,"girl , and he said he had last seen her",gut amd he oud Ae hod Lark seen how,0.4103
6719,at East Croydon . He also believed,,1.0
6720,A guard reported that at East Croydon,A anroud reporled rat at Cart Croydon,0.2703
6721,he had seen what was accepted as the,,1.0
6722,have joined this train by taking,,1.0
6723,same couple sitting close together in,,1.0
6724,that they had still been together at,Mok Voy Dod sll been toga Me ot,0.4444
6725,train from London Bridge of which,,1.0
6726,a first-class compartment of the,a b-chesr Conmpartuart of Do,0.5
6727,one from Victoria and changing,one from Viehorea ong drovging,0.3
6728,"South Croydon , and he remembered","Sorter Croydon , ard he rempamberrel",0.2424
6729,he was in charge . The two could,Yio wad An chorye . Whe lwo cautd,0.3438
6730,"signalman at Purley Oaks , who had",Sraywliman afk Cruwley Coky wher hod,0.5588
6731,couple struggling in a first-class,Cove struggling an a find -cbarr,0.3235
6732,"hour before her body was discovered ,",hwow4- heforr haw body wan Aircovered,0.3514
6733,Money had been dead for about an,,1.0
6734,Medical evidence established that Mary,,1.0
6735,and this matched reasonably well with,,1.0
6736,"seen , as the train passed his box , a",,1.0
6737,More important evidence came from a,,1.0
6738,the timetable of the train in question .,,1.0
6739,been used to seeing couples engaged in,,1.0
6740,compartment ; but he seemed to have,Comportmad 7 hut ke ceerncel toe Pere,0.4857
6741,another sense to their aid .,QuoWeas Oeste Ao Max Qa.,0.6786
6742,"progress , because they were men of taste","POQYESs , Recanse Arey were amen of Aask",0.3659
6743,"the Egyptians , their cookery made rapid","Ae Eayptians, Coir Coohes rmocke Tapia",0.425
6744,of the table to the gratification of one,A Kre Aatke to Re qiah Fathom of one,0.45
6745,"When , however , the Greeks did learn the","Wren , Aoweves, re Cyrechs dich Goasw Ae",0.439
6746,art of making fireproof earthenware from,Ous + of ror Ann) Rireproo £ LastAenrwose Prom,0.55
6747,sense alone . Having exhausted their invention,"Sense allme. Han 2, exQiaustel Aer Uverthon",0.3913
6748,fact that they did not confine the resources,fack Moi they obo not confine AGe TESOUSMS,0.4318
6749,the banquets of the ancient world was the,Mrs. DOWCMeAs ot Me anced UA was Me,0.561
6750,"palate , they broke fresh ground and called","patote, Atay Grobe fresh Ground anol CaPheat",0.3721
6751,in the preparation of stimulants for the,ak Oe preecsakon of Ok nularet S {ox AEg,0.55
6752,and intellect . A remarkable peculiarity in,Onr wmilellect. WD remashele Pe cGosty sai,0.5581
6753,at their desserts the number of flowers,Qk Keir dessests Ae muted of owes,0.359
6754,far exceeded the number of fruits .,,1.0
6755,By delicate application of odours and richly-,,1.0
6756,essential article in their festal preparations ;,eSsonta miticlle can aX festa PTParatkons,0.4583
6757,and it is the opinion of Bassius that,Ov it iS Me opinion of Gassius Afat,0.2432
