index,ground_truth,ocr_output,cer
5186,"winter . In late November , he was ' suffering as",hinkr S_ Lk Hoven&y L Wu) ~utnv2,0.7143
5187,"usual ' , but hoped , he told Arthur , ' to find this","usual bua hotd , k hll luhu 1 '# h{ H,",0.5283
5188,"When the sailing season was past , he sent Pearl",Wken M ~aulns saso MaA pav 7 4 #1a Pz {,0.5208
5189,& I have not yet thought of a fire ... .,K ] Raur na 2 Mougll & 4 Et,0.675
5190,"has been against me , as there has been much","hus Leen ""ganx/ mL | @ Mite A &en mh",0.4773
5191,"rain and damp , but the temperature is high",tan an / dart &l M kemterakrc 1,0.6047
5192,"back to England , and returned to Rome for the","8ax k Enten ] , &xd #hnc to km tr-H",0.6087
5193,temporary assumption of the government by,Ium pe rary arsumrtson '/ kli ounnlly 67,0.561
5194,one word of English . ' While he was writing,Jnl wo ret % En)= Kish _ 1 Wbh u Wa $ Wsi Eiu _,0.6591
5195,de Chambre that ever was . But he has not,"Cham6il Lka . Luli WQ $, Pe/ h h9$ 46 K",0.7073
5196,A pleasant life truly ! ... It so happens that I,A phatan / kih Frnly ! 11 so wapam: $ K6 a/,0.5625
5197,the Duke of Wellington .,Iu Dul of Wellivj / ^,0.4583
5198,"this letter he heard of the fall of the Whigs , and the","Lu $ hlLo hz heoe . / lht Whi""is 1 aue Ik",0.6364
5199,have an Italian who is perhaps the best Valet,hav & 0 @ Ikatssw W 60 i5 pu- hapS Lll bus / Va (k,0.6222
5200,ever was . But he has not one word,2Vl Wa$ . Gu+ he has Mo f 0 n Wo ( 0,0.5588
5201,assumption of the government by,G SS umbhon 0 f +l 9 OVQrnm eu f,0.7419
5202,the Duke of Wellington .,+lr Dule o f WJUing ton,0.4583
5203,this letter he heard of the fall of,46 s lte Le weard 0 f #l fedl o(,0.4571
5204,of English . ' While he was writing,0 f English. wlile he Wa J wrih'ng,0.3429
5205,A pleasant life truly ! ... It so happens,A plqa Saa [ Iile rulyl 44 s 0 wappon,0.5122
5206,that I have an Italian who is perhaps,HWat havl ah Italian who is Peabups,0.2703
5207,"the Whigs , and the temporary","#le (wiqs , ah d Hx tem porar",0.4138
5208,the best Valet de Chambre that,~I bsi Vale dq Clmbn Hl,0.5
5209,the government by the Duke of Wellington .,Khe JVU4 hent 61 4l Oke % Wallis) koh,0.5952
5210,A pleasant life truly ! ... It so happens that I have an,A playal tk mly' Su ha ppen> Jkal ( kabe dc,0.5714
5211,While he was writing this letter he heard of the fall,Whil ke Wcs Wahmg Mls kke h heard Mha Hl,0.5094
5212,"of the Whigs , and the temporary assumption of",46c Wlj S Gn) Mhe fupor 4 GSSun 'plo-,0.6739
5213,ever was . But he has not one word of English . ',"evU Was 6i ha ks nl One Wo,) ok Erlsl",0.5306
5214,Italian who is perhaps the best Valet de Chambre that,Halien who 7> Pehaps Ma bes} Valel 82 Chenlle Ihal,0.3774
5215,"the Whigs , and the temporary assumption of the govern-",Ll Lwp ( and Abe pempornry GsJampho (Lx goven,0.4909
5216,ever was . But he has not one word of English . ',"lus LJas Bul 4e has hof one Ubrd % 6xl,l ,",0.5102
5217,A pleasant life # truly ! ... It so happens that I have,A plasan} &k + buly ! I So kaplet Ihal ( hewy],0.4727
5218,an Italian who is perhaps the best Valet de Chambre that,Gn Ilan Lko is Pshxerbz Lul Volt c ChamLre lueF,0.5179
5219,ment by the Duke of Wellington .,mont Ly Lhe Dake % (allmj  kon,0.4688
5220,While he was writing this letter he heard of the fall of,Uhil Le LJas Un Hng Is elk he heod % Ut /u %,0.5536
5221,Duke of Wellington .,Uwh o lellxtoh,0.6
5222,"writing this letter he heard of the fall of the Whigs , and",Wn Fwxz Hus llte lu luod 04 u Gau 48 tlu DJa? ( Qud,0.661
5223,A pleasant life truly ! ... It so happens that I have an Italian,A plosowt Uk Fuu' !~Uso Ucppeus Hual U have Q Ialiau,0.4844
5224,who is perhaps the best Valet de Chambre that ever was .,wlo is Polaps Hlu bet Valif d Chambr Hk ever hns,0.375
5225,But he has not one word of English . ' While he was,Kwx h has Wot Oh Word & exxisl- Wlile ku was,0.451
5226,the temporary assumption of the government by the,Hnt kewpory assup hov 94 Hlu goveuiuut 54 Hu,0.5306
5227,who is perhaps the best Valet de Chambre that ever was . But he,Wno Ao Perrwap) 3 Lost Uax d (hanbre Anal Qrf Um Bu ke,0.5397
5228,has not one word of English . ' While he was writing this letter he,"Ac) not On word Engkion I (ile 4y Uxd uni1 Ai,   Mls 6",0.5672
5229,"heard of the fall of the Whigs , and the temporary assumption",huard 0 Me  PFhl 0 Jkne (bop 8 and Mhe Konpotord anumpi Ss,0.541
5230,of the government by the Duke of Wellington .,X Ae quurnmedl 4s 4 Ouke & [Hlington,0.5111
5231,A pleasant life truly ! ... It so happens that I have an Italian,0 planarl   Aha Vly ! N karren Ja Kor 0n Ualan,0.6094
5232,he has not one word of English . ' While he was writing this,he han nok one N14 ok Ength . Ihie hz IT) mhr Nne,0.4833
5233,who is perhaps the best Valet de Chambre that ever was . But,tul 1n prhop HztetUthl d Uambr Hnat err I B,0.5667
5234,assumption of the government by the Duke of Wellington .,"amumphon c 4le %vernmerk Us M dule o Wellhagtkoz ,",0.4464
5235,A pleasant life truly ! ... It so happens that I have an Italian,"0 pleananl bk hula ' M x hreer Nak ) halr 6n ""Yablan",0.5469
5236,"letter he heard of the fall of the Whigs , and the temporary",Qeler l hean %k 4he Vall ok Mke jwoe and |le Aempenara,0.45
5237,"of the Whigs , and the temporary assumption of",ok HCe QLIs' 1 aol A tenroray Qsruwnphx o},0.5652
5238,the government by the Duke of Wellington .,+LQ Goueniw-k Ly Duke ek Csellsk_,0.6429
5239,A pleasant life truly ! ... It so happens that I have,A ptwaRick life tyly ! It So Lappe_f tlwl ( have,0.3774
5240,that ever was . But he has not one word of English . ',tLak ko0) caj ( Ruh Le lav wk a Word o 6ngly _,0.537
5241,an Italian who is perhaps the best Valet de Chambre,Qia Ialics wlo iJ palap fCc Luk Volel &e (GanLe,0.5294
5242,While he was writing this letter he heard of the fall,lk Lx Lc $ unh-1 tyyy kcte l Lacd ~( tl fall,0.6038
5243,government by the Duke of Wellington .,JovehleaL 57 ALe (Dke a^ Well inylon.,0.4737
5244,that ever was . But he has not one word of English . ',Llxl ever was TIA be la f hot OnQ word o^ Evlis4.,0.4259
5245,A pleasant life truly ! ... It so happens that I have,4 plea_ johl Tfc tvvl 9 W So Kappe Jla/ ( lav4,0.5472
5246,"of the Whigs , and the temporary assumption of the","o^ #e Llisf, ahd 4ae temr braz ajjer Fior al +lr",0.54
5247,an Italian who is perhaps the best Valet de Chambre,0 Ialan who 1 pe hapf JLe L2rL Valel c ChamSre,0.3529
5248,While he was writing this letter he heard of the fall,wla'le he Wc j wri An} Hc bette he hes J of Kle Gl,0.4717
5249,has not one word of English . ' While he was,h4j hc} Ok NOc d oL Inglish Lhhe h& 1qJ,0.5682
5250,"the Whigs , and the temporary assumption of",Khx Whiy Gnd /z Jempersry Gxwrphibo 04,0.5349
5251,A pleasant life truly ! ... It so happens that,4ZlcaJqn} fLe Frnly! 0 6 < J1 So haFf?s dhq},0.587
5252,the government by the Duke of Wellington .,/he 96 vernreal Sy F1 Dnxe 0/ p0lin) #n7,0.5476
5253,Valet de Chambre that ever was . But he,Vy Ief cle Chqmbi & ty } err LGj Bn} hx,0.5897
5254,I have an Italian who is perhaps the best,L hsve Gn H-ahsn Lh0 F pehs?5 Fx ses},0.5122
5255,writing this letter he heard of the fall of,purikn) 7h1J Iefle h2 heqrd o/ Hhe Yqll o,0.4419
5256,A pleasant life truly ! ... It so happens that I have,4 Reatant Lk +ul It m hapolns #c | have,0.4906
5257,an Italian who is perhaps the best Valet de,M #allom who (J peshaps Hu bet Valt d,0.3721
5258,"heard of the fall of the Whigs , and the temporary",keard oL # Ql % +we Wliar 7 omd # kewecarb,0.54
5259,of English . ' While he was writing this letter he,ot 6c Gch Waile ke Was wrtnb H leles he,0.48
5260,Chambre that ever was . But he has not one word,Chombce #t eVQ Wot Bw Ke hatt Not On Wora,0.4894
5261,assumption of the government by the Duke of,AfSwpon ct # overhment bb He Dwe +,0.4884
5262,Wellington .,Wellcaton,0.4167
5263,by the Duke of Wellington .,6y 4k_ pke cl Qell-jkn,0.5926
5264,While he was writing this letter he heard of the fall of the,Wl(e Le L88 Cub 64 #8 (elles lc Ged s #eQl ef #be,0.6333
5265,ever was . But he has not one word of English . ',elen C4s 6+ Ge Lss Lof Gu € lordl op Eayls(,0.5918
5266,"Whigs , and the temporary assumption of the government","p"")} Qud {Le Je-p act 9ffciphe^ ck #e jovexteuen",0.6667
5267,Italian who is perhaps the best Valet de Chambre that,Ikla alo { P8G% 3 fle Jesz Valek 8 CLqob 1 ALsL,0.5849
5268,A pleasant life truly ! ... It so happens that I have an,"A P (ecjcak lik Fly IL 3b LseresJ JLt (Cave Cc,",0.6607
5269,by the Duke of Wellington .,1y Hu Duke c Wdlnshon,0.4815
5270,not one word of English . ' While he was writing,ko / ont wotd 0 @xzsX. ' Ikk k nas ntik0,0.5625
5271,I have an Italian who is perhaps the best,J habe aM Jhlian wLo & terlap ) M( li,0.4878
5272,A pleasant life truly ! ... It so happens that,Ol tluesenX kh huly! JA 3 heren^ Ha,0.6304
5273,"this letter he heard of the fall of the Whigs , and",Ms; Xh A kard & M tall & M Why and,0.5882
5274,Valet de Chambre that ever was . But he has,Uala d CkmUtt Mu kve MUU . Bul k haA,0.5116
5275,the temporary assumption of the government,YL hmporar axsumphen c H Jovetmenl,0.4524
5276,"upon a dissolution , which must be had , will be","upoh 0 disselhie 4 , whiel must Lt hae 1 wtr hL",0.3958
5277,what may happen ... .,W Ka { man kaflv,0.7619
5278,' What a frightful event ! ' he wrote . ' I tremble !,'Wua/ 4 Frphlut ceent !' hl wtel_ '1 kembh,0.4906
5279,"a mass of Radicalism , & then God knows",4 MGfs % Radcalism_ 1 04 Lkw Gm tnewj,0.5128
5280,I really tremble for my country ! I may be,1 rea Ity Irwbh K6s my Cglm I1y 1 m6y 64,0.5952
5281,exasperation of the People will be so great at the,xxaspuahioh '[ il Peeph will b Se (9*y 6/ kh,0.5
5282,"What infatuation ! Personally I am indifferent , but",Wha / iwtalualion ! Pausana lty (am judi4ssn/ 1 bnt,0.4423
5283,"mistaken , 1tho' I cannot but fear that the",m isbn 1 Alue 1 Canno k bw/ [xet 1ha/ klx,0.6047
5284,"return of Ultratoryism , that the Commons House",tkutm ' [ Uikra brysw Khe/ Il Cmmgms Heue,0.5745
5285,"return of Ultratoryism , that the",cetucn o f (lt toryi sm #hl Lhe,0.3939
5286,"Commons House upon a dissolution ,",Com mons Hou $ Q upon 0 A i $$ olu h'on,0.5
5287,"of Radicalism , & then God knows what",6 Paolica ((sm 1C Hen God knows Whal,0.4054
5288,' What a frightful event ! ' he wrote . ' I tremble !,"what ^ Figuull Cventl"" L Wrole  Itrelble",0.4906
5289,"indifferent , but I really tremble for my",n di ffeenA but 6 really trombl hor K,0.3171
5290,but fear that the exasperation of,buk fe r Hka +le exaspeati'on 0,0.3333
5291,the People will be so great at the,the People wi'u b 2 So 9 rqat a tl,0.3235
5292,What infatuation ! Personally I am,whal i#faluaHion Personally am,0.2647
5293,"country ! I may be mistaken , 1tho' I cannot","Colhtry ! (Wy be mistaken , A Hho' ( Cannot",0.2727
5294,may happen ... .,V ay naphen:,0.625
5295,"which must be had , will be a mass","Ll c mus F b2 had, 1 wil( be a Iasf",0.3529
5296,cannot but fear that the exasperation of the People,Lahkol bt Jas 4hal #e exaskerahch o} ihe (Pzopl,0.4314
5297,"will be so great at the return of Ultratoryism ,",ll be Se Yeat ~ Ihz_ rdrn c [ Ulka boryism,0.4792
5298,God knows what may happen ... .,468 khow s WhaF h& ha ppea,0.5806
5299,"tremble for my country ! I may be mistaken , 1tho' I",benbl boc h 41 (oy Y mas bz 61 slclen A M,0.6346
5300,# ' What a frightful event ! ' he wrote . ' I tremble !,kJhal A Mquft Wel V kc wrok temsl,0.6727
5301,"What infatuation ! Personally I am indifferent , but I really",Whal 7k JhahmV CesSen_lly Gn iJijkral bl 1 Rally:,0.623
5302,"that the Commons House upon a dissolution , which",Ihal M Cr n~ 0-5 Hous epa 77 C disolho- UkiU,0.6327
5303,"must be had , will be a mass of Radicalism , & then",st 62 ha wi l b 4 mass Rad ' cali tea,0.4706
5304,' What a frightful event ! ' he wrote . ' I tremble ! What,Ukat C Kswk Cen} ! he  Lcok 1 krensl ! WJhcl,0.6207
5305,"will be so great at the return of Ultratoryism ,",Will 52 S9 {rea[ 9k Ilx +ek rekrn % Ulka loryi sm 1,0.5208
5306,"be had , will be a mass of Radicalism , & then God",Se hadl Wvtll Lz G mus) %/ Raolicalsm k Ien V %,0.48
5307,"tremble for my country ! I may be mistaken , 1tho'","hremlk /or my cownky ! ( mav Le mlskoken Al,",0.4
5308,I cannot but fear that the exasperation of the People,1 Cann ck Swt kar Ial Lle exas 'psralsn %| Le Reoq/ k,0.5472
5309,"infatuation ! Personally I am indifferent , but I really",Mklua Hox ! Pzrsena lly 7 am Acfenl 1 Sul 7 (ea lL,0.4821
5310,"that the Commons House upon a dissolution , which must",Hhot M Commgns   Houx  Upim a dsolbymn olul musb,0.5
5311,knows what may happen ... .,Unowvs Ulal muy ha ppen,0.4815
5312,"great at the return of Ultratoryism , that the Commons",Rxcal al Hlu refww 0 Utra torwisw Huat Hu Cumons,0.5
5313,"for my country ! I may be mistaken , 1tho' I cannot",kw W Couutrra Iwan bx lskakeu 1 Atno ( Cal 6 {,0.5686
5314,"House upon a dissolution , which must be had , will be a","Aowz upon a dissalukon wlcu Wut be Uad , wU bc a",0.3393
5315,but fear that the exasperation of the People will be so,Suk kor Hat Yle exus Peahon 0d Hu Feopk wU be So,0.4909
5316,"mass of Radicalism , & then God knows what may happen ... .","ass @adicalis, 1 k Hw Ged kuows bshak La^ Loff Aeu",0.5085
5317,"tuation ! Personally I am indifferent , but I really tremble","tuaho ! essoually al iud;Bgewt, bwt 1 rcallly Acull",0.45
5318,' What a frightful event ! ' he wrote . ' I tremble ! What infa-,Wlek 0 dnafu evewt lu wrole [ hev6k ! lybat iAa,0.5938
5319,"Commons House upon a dissolution , which must be had , will be",Lommon Xoje Wpon 4 dunLlic O wtih Tiul 4s nd Wl K,0.5323
5320,"People will be so great at the return of Ultratoryism , that the",p eopu 61 ( M Ireat a Me Jwa 4 UUraL dloryim 1 Qhal   !le,0.5938
5321,"be mistaken , 1tho' I cannot but fear that the exasperation of the",m) S{abhen Alho 1 canma   0u Yeos Mad Jke sapperdkion  & Iu,0.5758
5322,' What a frightful event ! ' he wrote . ' I tremble ! What infatuation !,Gra 0 Vieau ! J urk p bike Uente  ( Uhal   ipfaudion L,0.6389
5323,"Personally I am indifferent , but I really tremble for my country ! I may",Parnonc fly Um ind @urend 6ul ( kily Arnlke Yot Nk cudyy  ( nay,0.5205
5324,"a mass of Radicalism , & then God knows what may happen ... .",0 Yow Raliaalumm X MMaa qa ncs> ukl Niall karcin,0.7049
5325,' What a frightful event ! ' he wrote . ' I tremble ! What,IJlaL a DxchlQal Quenh ' Ro ttok _ 9 Melnlle ' Mhl,0.6207
5326,"upon a dissolution , which must be had , will be a mass",upon a dinxlhon thuch mu ke Vad tuulf 2e a 0,0.4364
5327,but fear that the exasperation of the People will be so great,Iul par Nak Me etaspenkon c Kke feopk will be 20 %eaA,0.4262
5328,"infatuation ! Personally I am indifferent , but I really",Uyfaluakon ' Rerxnally 1 am idilkenk {u ) ialll,0.4286
5329,"at the return of Ultratoryism , that the Commons House",GL Nhe nelumn c Ulh Hruwm Il He lmmom Roune,0.5556
5330,"of Radicalism , & then God knows what may happen ... .",ot Qsduclnm & Ve Gd bhtrp kbal Kyved lptn,0.6296
5331,"tremble for my country ! I may be mistaken , 1tho' I cannot",wembe b met conhy' ) my Le mbtalen ANaa' ) Cannok,0.4746
5332,' What a frightful event ! ' he wrote . ' I tremble ! What,llul h+tfl eve-H' Lq wrke 1 teuLle ! lkul,0.6034
5333,of the People will be so great at the return of,of KLQ Peode will Le S6 Jiea} qk +e rehn 0 |,0.4468
5334,"dissolution , which must be had , will be a mass",dlfsjoluhes ulicy Gwl 1e Lad will Le Q hia (,0.5417
5335,"infatuation ! Personally I am indifferent , but I really",Inhhiho- Pekdly ( @vn indilfe_hp GL 7 rally,0.5893
5336,"tremble for my country ! I may be mistaken ,",tenLk for wY (oc_hy! 1 6ay Le luitales,0.5227
5337,1tho' I cannot but fear that the exasperation,tlp Calok Dul fear tal # exqsAlaba,0.5556
5338,happen ... .,apeey,0.75
5339,"Ultratoryism , that the Commons House upon a",Ulha- toryut~ / YaL tLQ Ch1LJ tloule Ypr,0.6136
5340,"of Radicalism , & then God knows what may",ok Padica Cise  & 7405 God Chouu Wlul ay,0.4634
5341,' What a frightful event ! ' he wrote . ' I tremble ! What,wle [ A KiSWal evenl ! 1 Lc wrol<. 1 tven: Sle 7 Wal L,0.5862
5342,"infatuation ! Personally I am indifferent , but I really tremble",(6 Palvalion ! Fe-Johally (am i6diHeel ( Sc ( YCA lly tvemSl,0.4844
5343,"House upon a dissolution , which must be had , will be a",Hovse Up OL 4 d;s olliov whicl must 5 hed 1 will S 9,0.375
5344,"for my country ! I may be mistaken , 1tho' I cannot but","Aov mY cnlry ! ( may Se mitlalcen, 71, 7 Cannok S",0.4364
5345,"great at the return of Ultratoryism , that the Commons",Jreal a/ Ile rekrh 0 f Vitra +oryusns +lal #lc Commoh-r,0.5
5346,fear that the exasperation of the People will be so,feav LlaL +e exapealor of PLe 'Peep le wdli Se So,0.3922
5347,"mass of Radicalism , & then God knows what may happen ... .",majf of Radicali Jh 2 Ye God laow P wlal mm hap peh,0.4407
5348,may happen ... .,mcY hAfin,0.75
5349,' What a frightful event ! ' he wrote . ' I tremble ! What,[rl G hrijhtf) ~b } 1 hz Wrok_ ']trtmble . 1 Hbs,0.5862
5350,"so great at the return of Ultratoryism ,",So 5eq! 9/ th2 relrn of Ulb 5 Fcryi sr,0.5
5351,"Radicalism , & then God knows what",Radi. Cs /isra & Men Goc IonJ Nhi |,0.5882
5352,the exasperation of the People will be,thc RX GspRs547157 0l Hhx Feozhz W1h k,0.7105
5353,"be mistaken , 1tho' I cannot but fear that",be MS) s ker Aaho 7 Cnn02 by} kar 7ba},0.5714
5354,"infatuation ! Personally I am indifferent ,",Ih chartjon FesSonally 7 9r- hh di}fre},0.6047
5355,"that the Commons House upon a dissolution ,",thnst thk Corn-or) ftenie bpon G diSso/hcv,0.5581
5356,"which must be had , will be a mass of",whizh tl b hsd ktl) Y   0 mqJ cf,0.5405
5357,but I really tremble for my country ! I may,bu L 1 nglly #remsle Ler my Canhy 1 m4y,0.4419
5358,"a dissolution , which must be had , will be a",1 dssolmhon woh mwt be had w Hz @,0.4444
5359,"Ultratoryism , that the Commons House upon",Wltcolortaism tlat He CommOns Hone Vpon,0.3571
5360,I cannot but fear that the exasperation of the,cannot 6ot Jecr Ht + etaspoahon 0t He,0.4565
5361,"mass of Radicalism , & then God knows what",MAA $S 04 Doucalism % #m 9od Knws Whot,0.5714
5362,may happen ... .,Ma5 happe^,0.5625
5363,"tremble for my country ! I may be mistaken , 1tho'",#cmble Jer ma couakrs ! Ima b2 mitalem ^ 4o,0.4
5364,' What a frightful event ! ' he wrote . ' I tremble ! What,Whol 0 ta44 eewtt !' k wrak 1tewfl ( Mat,0.6034
5365,"infatuation ! Personally I am indifferent , but I really",inxfottucrhon 1 Pesonalls ( am indijgevt bwt 1 tls,0.4286
5366,People will be so great at the return of,Reopl wl be So %rcot #t t retwrh,0.4
5367,"infatuation ! Personally I am indifferent , but I really tremble","6 khak & . Rer JOL 9 (y ( Q6 id' (axchl , 1 6et ( vedll koxdle",0.7031
5368,"great at the return of Ultratoryism , that the Commons",Jrest 0k ik rekvn of Ulkatorxkm 1 LCcL tL Cclines ],0.537
5369,fear that the exasperation of the People will be so,ksv fst fle exssreslan ol (Le pecple ill pe,0.5098
5370,"for my country ! I may be mistaken , 1tho' I cannot but",@< ~Y COLA Ky my 6 m' sak @^ 4 Ko ( 8940/ 641,0.7091
5371,' What a frightful event ! ' he wrote . ' I tremble ! What,Ulek Q Ryero elet ! ( Le ljo le ( here/le 6L/,0.6552
5372,"House upon a dissolution , which must be had , will be a",Hake epa 4 d' Kek Koa ul' ch ae/ 6 Gsal 7 uill 6e,0.625
5373,"mass of Radicalism , & then God knows what may happen ... .",McC of Raduce 4ji 8 fle Goel Eiceu > UGet MGY Lyl O,0.6949
5374,"mass of Radicalism , & then God knows",may) o/ kalialism 1 2 MA 4+ Inows,0.4324
5375,"infatuation ! Personally I am indifferent , but I","snhluahon ! Putxonally 5 n alhnna, Bu )",0.5306
5376,1tho' I cannot but fear that the exasperation of,1 Mo ) anno / bi kat Ad Me uastenkou,0.5833
5377,the People will be so great at the return of,Mh Peopb mll & 10 Real a/ /e ~htn,0.5227
5378,"dissolution , which must be had , will be a","~ssollion, ""kek mvA &c Mal , wull &e &",0.4651
5379,what may happen ... .,wk mad kanken,0.619
5380,"Ultratoryism , that the Commons House upon a","ahetm MuM lmmvn Horese upo""",0.6591
5381,"really tremble for my country ! I may be mistaken ,",tall henbk ho- my corcnhy ! J Inay k mshkn,0.4902
5382,' What a frightful event ! ' he wrote . ' I tremble ! What,WAJ C pskhl weA! k m+k - `1 AemlL WLt,0.6724
5383,"God grant , however , that I may be a",God Jrawti Wowlvoti Hat (may b e 0,0.4324
5384,an express took him off yesterday . ',Mn express tvok him off Yesksdav:,0.2973
5385,of the numerous conventional remedies,0 +h Qumerous (onveuhonal remedies,0.2432
5386,"Sir R. Peel was here , I understand , but",Sir R. Pee ( WJa } lerq ( Un dess 4and bul,0.4634
5387,a new chapter in the history of,O 6CW chapler (0 Fle Wibr 0(,0.5161
5388,to which he had been subjected ever,wlic le la A ben Subjacled Que,0.4571
5389,Anglesey's unceasing search for an effective,Auglsey 5 uh cea sing Seacd 6 r an Q flechve,0.3864
5390,false prophet & that all may go well .,Palse propbxt ( Hhl ala may 90 Wall,0.3684
5391,While he was in Naples there had opened,Wle hc wa ( Ih Naple $ Hece had openeu,0.3333
5392,alleviation of his painful malady . None,allealion Wis Qain Al malady_ N on e,0.35
5393,off yesterday . ',?# stea wd,0.6471
5394,"I understand , but an express took him",672/522 Undj sland hF Qe ex pte8s tvck hin,0.6316
5395,had the slightest effect .,Aa M slisUtes} skl_,0.6154
5396,first shown themselves seventeen years before had,hol slow- Iebsclves SVuudeeh Jears bckrs heJ,0.5102
5397,"God grant , however , that I may be a false prophet",9c J Tal ho w Eve 4heL ( Ia) b @ kl p Tophl,0.6275
5398,"& that all may go well . Sir R. Peel was here ,",MaL all I) Y kel Sr (2 Rz( lk$ hene,0.5745
5399,chapter in the history of Anglesey's unceasing search,"chaptec {n Me 6;,kz} 04 Mbsas U &axi} Scard",0.6038
5400,None of the numerous conventional remedies to which,Uanz Mz numel GuS Col vCh honcl Veejies t ulic,0.549
5401,for an effective alleviation of his painful malady .,k 01 elkzhvc allih'_ CL~ ck hs plh 6l mala d 3,0.5962
5402,While he was in Naples there had opened a new,khl k Kc> 14 Napks hee kc Acncj VCU,0.6
5403,he had been subjected ever since the symptoms had,"h_ ha beea SLjecteJ evr 5i4c Mho Sy""-rlms hae",0.3878
5404,malady . None of the numerous conventional remedies,malady Alsa € % l hanerou Cfnven WVanal ren ecles,0.4902
5405,to which he had been subjected ever since the symp-,6 Lhcl he ha/ bwn suLjeckel eUx slce (L symr,0.4118
5406,While he was in Naples there had opened a,Lsul he Uas Vapk Ilere Lael 0penacl C,0.5366
5407,search for an effective alleviation of his painful,Secvcl Lov Gn e/chv allivlalmn % Ls Pahkul,0.52
5408,"God grant , however , that I may be a false prophet &","Gocl Srnl , however Lhch 1 may De G {ale Propkel",0.3774
5409,new chapter in the history of Anglesey's unceasing,hewn cLapE 7 /k kubry o Argkcey' $ unceash:[,0.52
5410,toms had first shown themselves seventeen years before,Lo > Ladl[at _kwn gemselv es Seuanken Ygos Lilr,0.537
5411,"that all may go well . Sir R. Peel was here , I under-",lal all Vcxy j8 Lell Stv R. Pak Uas here 1 1 uncku,0.4259
5412,had had the slightest effect .,"had had ILe sbzlkf e/ct ,",0.4667
5413,"stand , but an express took him off yesterday . '",Sland Lht an expiess kodk hl %H Yeslie day,0.449
5414,"God grant , however , that I may be a false prophet & that",d %cuvk howveves Hat 7 man be a fabx po; 'plxef & Ha},0.5172
5415,subjected ever since the symptoms had first shown them-,cnbackd evr sice Mue Suw 'ptoms had Grot &hou   *hum,0.4545
5416,an express took him off yesterday . ',Ql exao? took bi a8 ixkodea,0.6486
5417,the history of Anglesey's unceasing search for an,Hlu Wsbora % Awzksud' $ ll ceasis Seach dovr au,0.551
5418,"all may go well . Sir R. Peel was here , I understand , but","aU IO^ % Wcll Sir k Peel was here_ 1 l ludsstaud , 1 but",0.3898
5419,selves seventeen years before had had the slightest effect .,selui &evuulceu   as bor bod hod Hu dahknt ekeck_,0.55
5420,While he was in Naples there had opened a new chapter in,Wlk Wu was M Napls Hwc baol opeued 0 hew duop ko Il,0.4821
5421,effective alleviation of his painful malady . None of the,ekkchve alumahon c ws pafu lualady Nont a8 Hu,0.4912
5422,numerous conventional remedies to which he had been,Mlumeolg Couvelhoal beucdien to wlncl k liad beeu,0.451
5423,shown themselves seventeen years before had had the slightest effect .,Ahown JumnAue) Auxskkken 4par) Olore Vad Soa IQke AGskkk 44,0.6571
5424,"may go well . Sir R. Peel was here , I understand , but an express",nnqy 40 Wul C1 r. Pa Oa Noot 1 underland 7 Sd C RXpiun),0.6061
5425,which he had been subjected ever since the symptoms had first,W JOua 4 Xod Nesa nlsjeded QaI Ainc Se Nmp Aom hud   (ne,0.6066
5426,his painful malady . None of the numerous conventional remedies to,Io ppain 4 Ilalt Uon 8 Y numoruu) conorn Niogd remedo),0.5455
5427,history of Anglesey's unceasing search for an effective alleviation of,Kun ~oy 4 Onkexy' D Un Cocing Norch K 0 O @edue dlleoiolion,0.6
5428,"God grant , however , that I may be a false prophet & that all",Yod 9ranl Yoolexr 4 J Tox Ke 4 Phlx Pro phul & Mul   (,0.5806
5429,While he was in Naples there had opened a new chapter in the,(Jk Me Qm) M Napler SRaase Yd opened 0 NQu) doplr  MMle,0.5667
5430,took him off yesterday . ',tor Css O0 48 Stuloy,0.7692
5431,seventeen years before had had the slightest effect .,perveen eat bebne kad had Me olohlet efecL ,0.434
5432,ever since the symptoms had first shown themselves,"Ulv nnl Nz ~yplom Bd kz ohnn Remoelues,",0.6
5433,While he was in Naples there had opened a new chapter in,KJ hue h2 MT) un Keplo Meve kadOpened Q nen cpler,0.5
5434,the history of Anglesey's unceasing search for an effective,Nhe hinovy o4 Onle? Lnxeaoerg Torh kr @ elfechwe,0.4915
5435,conventional remedies to which he had been subjected,conkenhonal iemedu Y ilch 62 bad ban ~ulpdlezl,0.4808
5436,"God grant , however , that I may be a false prophet",Iod Gam I howeuer 1 Ha4 2 mys be J pabhe MepheA,0.4314
5437,"& that all may go well . Sir R. Peel was here , I understand ,","Iok all myos % Iell , %ur R, Peel KT hen , 9 unlezland ,",0.4194
5438,alleviation of his painful malady . None of the numerous,allutahzn & Vpenful mldy Ksne ol Me numetoll),0.4821
5439,but an express took him off yesterday . ',Bul an ekptem kol him cp Yple ayr ,0.5366
5440,While he was in Naples there had opened a new,"hule Lu L J Nbe"" Ls teie Lad ope_qd a LL_",0.4889
5441,yesterday . ',Yeylesdlay,0.6923
5442,"here , I understand , but an express took him off",hale lnndeuk_d 1 Lul @1 Cxpres tzo( Livv cfp,0.5306
5443,malady . None of the numerous conventional,M1Q laay . Nouq ef He uuhurOUl CoLUe_tiouq,0.5476
5444,since the symptoms had first shown them-,SnCe #e synpta Gao Krk  JLcejy Yee,0.625
